"",localhour,use,temperature,cloud_cover,wind_speed,GH,is_weekday,GH_month,GH_week,use_month,use_week
8647,2016-01-31 00:00:00-06,0.9050666666666666,58.01,0.4,5.45,-2.72055,0,-1.7026,-2.72421,0.8425166666666666,0.66915
8659,2016-01-31 01:00:00-06,0.8956333333333331,57.6,0.44,5.84,-2.7208900000000003,0,-1.65152,-2.7242599999999997,0.7052666666666666,0.6697166666666666
8671,2016-01-31 02:00:00-06,1.0076333333333332,57.46,0.52,5.95,-2.72103,0,-1.7025700000000001,-2.72485,0.68725,0.6691666666666666
8683,2016-01-31 03:00:00-06,0.93405,58.21,0.56,7.24,-2.72138,0,-1.91251,-2.72507,0.8265666666666666,0.6532333333333332
8695,2016-01-31 04:00:00-06,0.89185,58.83,0.61,6.79,-2.72138,0,-2.3949700000000003,-2.61153,3.976083333333333,0.6730333333333332
8707,2016-01-31 05:00:00-06,0.8889666666666666,59.42,0.74,7.09,-2.72138,0,-1.3622100000000001,-2.72507,1.2507833333333331,0.71975
8719,2016-01-31 06:00:00-06,0.89045,59.61,0.78,6.7,-3.40173,0,-1.71973,-2.72458,0.6685333333333332,0.76095
8731,2016-01-31 07:00:00-06,0.879,59.76,0.81,6.43,-3.1579599999999997,0,-2.35532,-2.57101,0.72435,0.8721166666666667
8743,2016-01-31 08:00:00-06,1.2944666666666669,59.69,0.87,6.38,104.113,0,8.30918,104.625,1.1319,0.95205
8755,2016-01-31 09:00:00-06,2.170783333333333,61.72,0.83,5.67,303.21299999999997,0,39.4862,296.368,1.1461333333333332,0.925
8767,2016-01-31 10:00:00-06,1.6954833333333332,64.85,0.27,6.38,517.529,0,132.175,477.23199999999997,1.1758333333333333,1.062
8779,2016-01-31 11:00:00-06,0.97095,68.83,0.09,6.11,670.2869999999999,0,108.83,638.649,0.8153833333333331,0.9477666666666664
8791,2016-01-31 12:00:00-06,0.8098,72.24,0.08,5.31,759.02,0,85.2728,726.7130000000001,0.7310666666666665,1.1031833333333332
8803,2016-01-31 13:00:00-06,0.8131333333333332,77.0,0.05,4.22,782.034,0,93.8208,741.559,1.32085,1.2605166666666667
8815,2016-01-31 14:00:00-06,0.8784,79.65,0.03,3.05,724.258,0,99.4203,678.543,1.1721833333333331,0.9015833333333332
8827,2016-01-31 15:00:00-06,0.852333333333333,80.93,0.01,1.65,600.888,0,209.046,550.913,1.1067333333333331,0.9041
8839,2016-01-31 16:00:00-06,3.6545333333333327,80.92,0.01,1.22,416.6,0,19.3617,387.267,1.4394166666666668,0.9818166666666664
8851,2016-01-31 17:00:00-06,2.6415333333333333,78.69,0.03,2.13,221.80900000000003,0,8.87914,199.61700000000002,1.690583333333333,0.89265
8863,2016-01-31 18:00:00-06,3.1071833333333334,74.13,0.02,2.93,25.26,0,-1.70317,6.68427,2.1761166666666667,1.7062666666666668
8875,2016-01-31 19:00:00-06,3.510666666666667,69.17,0.0,2.21,-4.75239,0,-2.0441,-2.80463,2.04135,5.4553666666666665
8887,2016-01-31 20:00:00-06,6.1112,66.1,0.0,1.64,-4.7544,0,-2.23153,-2.7204200000000003,1.970783333333333,3.7559666666666662
8899,2016-01-31 21:00:00-06,1.7726166666666667,63.09,0.0,1.31,-3.18253,0,-2.17475,-2.72051,2.060283333333333,1.767183333333333
8911,2016-01-31 22:00:00-06,0.7596833333333332,60.57,0.0,2.05,-3.39923,0,-2.01009,-2.7204900000000003,1.6838,2.791316666666667
