,localhour,use,temperature,cloud_cover,wind_speed,GH,is_weekday
2065,2016-01-08 04:00:00-06,1.2758,45.89,0.08,1.21,-2.3816900000000003,1
2077,2016-01-08 05:00:00-06,1.2457166666666668,46.02,0.13,2.18,-1.84323,1
2089,2016-01-08 06:00:00-06,1.4967166666666667,45.42,0.21,2.74,-2.0417099999999997,1
2101,2016-01-08 07:00:00-06,2.5178,45.25,0.29,2.52,-1.8712799999999998,1
2113,2016-01-08 08:00:00-06,2.1756,46.18,0.2,1.07,44.695,1
2125,2016-01-08 09:00:00-06,3.7736333333333327,48.91,0.2,1.04,200.065,1
2137,2016-01-08 10:00:00-06,3.7529,51.99,0.83,1.02,417.158,1
2149,2016-01-08 11:00:00-06,1.5428333333333333,55.57,0.87,2.1,718.319,1
2161,2016-01-08 12:00:00-06,1.255,60.05,0.4,4.03,477.962,1
2173,2016-01-08 13:00:00-06,1.2763166666666668,61.63,0.4,3.96,460.81300000000005,1
2185,2016-01-08 14:00:00-06,1.5831666666666668,62.8,0.37,3.02,317.875,1
2197,2016-01-08 15:00:00-06,1.3789166666666668,63.67,0.2,2.97,183.55599999999998,1
2209,2016-01-08 16:00:00-06,2.5664333333333333,63.98,0.26,2.35,173.593,1
2221,2016-01-08 17:00:00-06,2.13235,63.02,0.28,1.71,76.5486,1
2233,2016-01-08 18:00:00-06,3.9685,60.52,0.24,0.48,-0.985291,1
2245,2016-01-08 19:00:00-06,3.422283333333333,58.16,0.16,0.26,-3.3536599999999996,1
2257,2016-01-08 20:00:00-06,1.2247666666666668,55.61,0.11,0.82,-2.92939,1
2269,2016-01-08 21:00:00-06,3.3575,55.71,0.36,2.13,-2.94151,1
2281,2016-01-08 22:00:00-06,1.0086,55.53,0.5,2.62,-2.72099,1
2293,2016-01-08 23:00:00-06,0.52225,55.39,0.35,5.08,-2.72138,1
2305,2016-01-09 00:00:00-06,0.85575,54.77,0.65,5.57,-2.72138,0
2317,2016-01-09 01:00:00-06,1.0238833333333333,54.17,0.4,4.35,-1.7065299999999999,0
2329,2016-01-09 02:00:00-06,0.9728,52.12,0.2,4.93,-2.72138,0
2341,2016-01-09 03:00:00-06,1.04545,50.85,0.03,4.69,-2.78983,0
2353,2016-01-09 04:00:00-06,1.17645,49.08,0.02,4.8,-2.7223,0
2365,2016-01-09 05:00:00-06,1.4466166666666669,47.68,0.02,5.45,-3.05721,0
2377,2016-01-09 06:00:00-06,2.135333333333333,46.28,0.03,5.81,-3.3241199999999997,0
2389,2016-01-09 07:00:00-06,2.6004,44.94,0.09,7.16,-3.04661,0
2401,2016-01-09 08:00:00-06,1.9561,44.18,0.17,8.08,96.5951,0
2413,2016-01-09 09:00:00-06,3.301766666666667,45.02,0.48,9.01,307.435,0
2425,2016-01-09 10:00:00-06,5.35445,47.18,0.25,9.7,495.721,0
2437,2016-01-09 11:00:00-06,2.7368333333333332,49.56,0.19,10.04,646.1469999999999,0
2449,2016-01-09 12:00:00-06,1.9633,50.73,0.26,10.12,730.58,0
2461,2016-01-09 13:00:00-06,1.2210333333333332,51.4,0.31,9.99,735.3660000000001,0
2473,2016-01-09 14:00:00-06,1.4970333333333332,50.78,0.36,10.29,698.692,0
2485,2016-01-09 15:00:00-06,1.96855,49.14,0.24,10.53,501.337,0
2497,2016-01-09 16:00:00-06,2.3562,47.24,0.26,9.38,379.68800000000005,0
2509,2016-01-09 17:00:00-06,3.1634333333333333,45.22,0.42,10.16,183.61700000000002,0
2521,2016-01-09 18:00:00-06,2.7089166666666666,43.3,0.44,9.6,-0.974575,0
2533,2016-01-09 19:00:00-06,1.7800833333333332,42.62,0.61,9.41,-3.3161,0
2545,2016-01-09 20:00:00-06,2.2037666666666667,41.7,0.6,8.97,-3.2886300000000004,0
2557,2016-01-09 21:00:00-06,2.2422,40.98,0.59,7.61,-2.98318,0
2569,2016-01-09 22:00:00-06,3.0525333333333333,39.94,0.27,7.2,-2.72308,0
2581,2016-01-09 23:00:00-06,3.6075666666666666,38.78,0.18,5.96,-3.06363,0
2593,2016-01-10 00:00:00-06,3.43615,37.53,0.26,5.99,-2.75245,0
2605,2016-01-10 01:00:00-06,3.66175,36.74,0.26,6.21,-2.88895,0
2617,2016-01-10 02:00:00-06,3.061466666666667,35.7,0.25,5.58,-2.72503,0
2629,2016-01-10 03:00:00-06,3.9089666666666663,34.87,0.24,5.57,-2.72534,0
2641,2016-01-10 04:00:00-06,3.3249166666666667,33.93,0.24,5.51,-2.72593,0
2653,2016-01-10 05:00:00-06,3.92,33.09,0.25,5.45,-2.6408099999999997,0
2665,2016-01-10 06:00:00-06,3.5216,32.81,0.25,5.51,-2.78848,0
2677,2016-01-10 07:00:00-06,4.9575,32.85,0.25,5.15,-2.7263900000000003,0
2689,2016-01-10 08:00:00-06,4.202283333333333,33.45,0.25,4.69,98.3846,0
2701,2016-01-10 09:00:00-06,5.8456,36.4,0.25,6.72,305.726,0
2713,2016-01-10 10:00:00-06,7.216633333333333,39.31,0.25,6.98,493.286,0
2725,2016-01-10 11:00:00-06,4.099283333333333,41.66,0.25,6.0,642.173,0
2737,2016-01-10 12:00:00-06,2.9954666666666667,44.51,0.22,4.82,726.3,0
2749,2016-01-10 13:00:00-06,2.4332,46.3,0.22,4.42,740.045,0
2761,2016-01-10 14:00:00-06,3.1398333333333333,47.64,0.22,4.35,679.498,0
2773,2016-01-10 15:00:00-06,2.638516666666667,48.42,0.28,3.77,551.374,0
2785,2016-01-10 16:00:00-06,2.081733333333333,48.35,0.4,3.13,375.13,0
2797,2016-01-10 17:00:00-06,3.82085,46.81,0.55,3.71,169.041,0
2809,2016-01-10 18:00:00-06,3.3812,44.17,0.69,3.79,1.8374400000000002,0
2821,2016-01-10 19:00:00-06,1.5653333333333332,42.14,0.67,3.77,-2.72317,0
2833,2016-01-10 20:00:00-06,1.82955,41.25,0.63,2.91,-2.7241400000000002,0
2845,2016-01-10 21:00:00-06,2.1586,40.2,0.69,2.52,-2.72474,0
2857,2016-01-10 22:00:00-06,2.7703,39.36,0.61,3.24,-2.7251,0
2869,2016-01-10 23:00:00-06,2.6736166666666668,38.54,0.66,3.45,-2.72553,0
2881,2016-01-11 00:00:00-06,3.547766666666667,38.75,0.61,2.61,-2.38512,1
2893,2016-01-11 01:00:00-06,2.8449,36.82,0.38,2.14,-1.9023299999999999,1
2905,2016-01-11 02:00:00-06,3.8140333333333327,35.56,0.3,1.61,-1.8738099999999998,1
2917,2016-01-11 03:00:00-06,2.816183333333333,34.32,0.23,1.67,-1.6977400000000002,1
2929,2016-01-11 04:00:00-06,3.374033333333333,34.25,0.22,1.99,-1.70318,1
2941,2016-01-11 05:00:00-06,3.5410166666666667,33.86,0.2,1.2,-1.70317,1
2953,2016-01-11 06:00:00-06,3.580683333333333,33.07,0.2,1.18,-1.70317,1
2965,2016-01-11 07:00:00-06,4.427933333333333,34.02,0.22,0.85,-1.70297,1
2977,2016-01-11 08:00:00-06,4.551783333333333,35.4,0.24,0.76,7.45873,1
2989,2016-01-11 09:00:00-06,6.545,38.65,0.24,1.44,38.0793,1
3001,2016-01-11 10:00:00-06,5.408783333333333,42.28,0.21,1.21,58.976000000000006,1
3013,2016-01-11 11:00:00-06,3.3777,45.77,0.33,1.19,100.476,1
3025,2016-01-11 12:00:00-06,3.223666666666667,48.99,0.29,1.23,96.0593,1
3037,2016-01-11 13:00:00-06,2.76855,51.35,0.27,1.51,205.842,1
3049,2016-01-11 14:00:00-06,2.049116666666667,52.74,0.27,1.43,133.966,1
3061,2016-01-11 15:00:00-06,1.7620333333333331,54.29,0.27,1.55,134.148,1
3073,2016-01-11 16:00:00-06,2.3227333333333333,54.25,0.31,1.17,36.3502,1
3085,2016-01-11 17:00:00-06,2.0976,53.32,0.29,1.42,15.6926,1
3097,2016-01-11 18:00:00-06,1.7618666666666667,50.36,0.21,1.33,-1.02122,1
3109,2016-01-11 19:00:00-06,1.30285,46.73,0.23,1.82,-1.83292,1
3121,2016-01-11 20:00:00-06,2.1778833333333334,44.19,0.21,1.26,-1.833,1
3133,2016-01-11 21:00:00-06,1.9994166666666668,42.17,0.02,0.47,-2.54245,1
3145,2016-01-11 22:00:00-06,2.490616666666667,40.42,0.0,0.34,-1.7025299999999999,1
3157,2016-01-11 23:00:00-06,2.78175,38.6,0.0,0.72,-1.7023099999999998,1
3169,2016-01-12 00:00:00-06,3.0402666666666667,38.27,0.0,1.1,-1.7021700000000002,1
3181,2016-01-12 01:00:00-06,3.159616666666667,37.53,0.0,1.28,-1.70208,1
3193,2016-01-12 02:00:00-06,3.183183333333333,36.57,0.0,1.57,-1.70202,1
3205,2016-01-12 03:00:00-06,3.179066666666667,35.76,0.0,1.59,-2.2412900000000002,1
3217,2016-01-12 04:00:00-06,2.8976333333333333,36.08,0.0,2.45,-1.7025299999999999,1
3229,2016-01-12 05:00:00-06,3.70435,35.86,0.01,2.72,-2.05424,1
3241,2016-01-12 06:00:00-06,2.98765,36.0,0.01,2.81,-2.04304,1
3253,2016-01-12 07:00:00-06,3.369083333333333,36.9,0.01,2.45,-2.3835599999999997,1
3265,2016-01-12 08:00:00-06,4.084483333333333,38.9,0.0,3.64,27.1961,1
3277,2016-01-12 09:00:00-06,6.63565,43.31,0.0,4.22,147.20600000000002,1
3289,2016-01-12 10:00:00-06,6.558216666666667,49.14,0.01,2.73,226.84599999999998,1
3301,2016-01-12 11:00:00-06,3.24115,54.87,0.01,3.57,421.519,1
3313,2016-01-12 12:00:00-06,1.69485,58.98,0.01,3.09,370.30699999999996,1
3325,2016-01-12 13:00:00-06,1.7651,61.83,0.01,1.72,396.67800000000005,1
3337,2016-01-12 14:00:00-06,3.210433333333333,63.2,0.01,0.98,562.524,1
3349,2016-01-12 15:00:00-06,1.2217333333333331,63.53,0.01,0.91,427.423,1
3361,2016-01-12 16:00:00-06,2.7093,63.32,0.01,0.69,130.026,1
3373,2016-01-12 17:00:00-06,2.99795,62.08,0.01,0.92,104.08,1
3385,2016-01-12 18:00:00-06,1.7573166666666669,57.14,0.01,2.46,0.9069209999999999,1
3397,2016-01-12 19:00:00-06,2.614816666666667,53.09,0.0,1.72,-2.3075,1
3409,2016-01-12 20:00:00-06,3.064083333333333,50.74,0.0,1.97,-2.38147,1
3421,2016-01-12 21:00:00-06,1.7059166666666667,47.18,0.0,1.95,-2.0927700000000002,1
3433,2016-01-12 22:00:00-06,0.7928,45.53,0.0,1.28,-2.25157,1
3445,2016-01-12 23:00:00-06,0.90135,44.05,0.0,1.12,-2.21208,1
3457,2016-01-13 00:00:00-06,1.1718,44.6,0.04,1.64,-2.38242,1
3469,2016-01-13 01:00:00-06,1.63785,43.41,0.11,1.97,-2.72321,1
3481,2016-01-13 02:00:00-06,1.8017166666666669,43.07,0.11,2.69,-2.38282,1
3493,2016-01-13 03:00:00-06,1.983766666666667,42.58,0.14,2.47,-2.72323,1
3505,2016-01-13 04:00:00-06,1.891,40.81,0.17,1.93,-2.72407,1
3517,2016-01-13 05:00:00-06,2.0012333333333334,39.78,0.21,1.95,-2.7242,1
3529,2016-01-13 06:00:00-06,2.1963833333333334,38.71,0.25,1.3,-2.7242,1
3541,2016-01-13 07:00:00-06,3.3559,39.13,0.25,1.45,-2.04334,1
3553,2016-01-13 08:00:00-06,3.037383333333333,40.39,0.25,1.61,57.5718,1
3565,2016-01-13 09:00:00-06,4.2167,46.26,0.24,1.7,409.36,1
3577,2016-01-13 10:00:00-06,4.72925,51.95,0.28,2.88,158.49200000000002,1
3589,2016-01-13 11:00:00-06,4.069533333333333,56.91,0.34,4.67,145.452,1
3601,2016-01-13 12:00:00-06,2.29095,60.94,0.36,5.18,174.173,1
3613,2016-01-13 13:00:00-06,1.4277,62.95,0.32,5.78,372.26199999999994,1
3625,2016-01-13 14:00:00-06,1.84435,63.93,0.24,6.06,188.09900000000002,1
3637,2016-01-13 15:00:00-06,1.3755166666666667,64.87,0.18,6.19,76.3134,1
3649,2016-01-13 16:00:00-06,1.4298,64.46,0.2,6.05,154.349,1
3661,2016-01-13 17:00:00-06,1.429533333333333,62.89,0.14,4.95,26.6239,1
3673,2016-01-13 18:00:00-06,2.947983333333333,59.65,0.09,3.73,-0.691329,1
3685,2016-01-13 19:00:00-06,1.21105,56.64,0.03,2.75,-1.995,1
3697,2016-01-13 20:00:00-06,1.2523333333333333,54.02,0.01,2.21,-1.94405,1
