,localhour,use,temperature,cloud_cover,wind_speed,GH,is_weekday
759,2016-01-03 15:00:00-06,1.01465,59.5,0.04,4.18,245.80200000000002,0
771,2016-01-03 16:00:00-06,1.1513666666666669,59.63,0.04,4.01,161.54399999999998,0
783,2016-01-03 17:00:00-06,1.4167,58.07,0.04,3.07,45.0467,0
795,2016-01-03 18:00:00-06,1.3431166666666667,53.78,0.02,2.14,-0.58436,0
807,2016-01-03 19:00:00-06,1.5516666666666667,50.92,0.0,2.25,-2.0481,0
819,2016-01-03 20:00:00-06,1.086733333333333,47.05,0.0,2.25,-2.72382,0
831,2016-01-03 21:00:00-06,0.6095166666666666,43.99,0.0,1.77,-2.72428,0
843,2016-01-03 22:00:00-06,0.5852,41.97,0.0,3.05,-2.71922,0
855,2016-01-03 23:00:00-06,0.4464833333333333,40.57,0.0,3.07,-2.72507,0
867,2016-01-04 00:00:00-06,0.5696833333333332,42.08,0.12,2.89,-2.7253,1
879,2016-01-04 01:00:00-06,0.5421333333333332,41.0,0.13,3.31,-2.47002,1
891,2016-01-04 02:00:00-06,0.5853166666666666,41.23,0.13,3.16,-2.72553,1
903,2016-01-04 03:00:00-06,0.65135,40.04,0.13,2.39,-2.72572,1
915,2016-01-04 04:00:00-06,0.6221333333333332,38.93,0.13,3.0,-2.68624,1
927,2016-01-04 05:00:00-06,0.6107,38.64,0.13,4.52,-2.37957,1
939,2016-01-04 06:00:00-06,0.8365333333333331,37.6,0.13,3.44,-2.41364,1
951,2016-01-04 07:00:00-06,1.5339666666666667,37.06,0.13,3.32,-2.1978400000000002,1
963,2016-01-04 08:00:00-06,0.9277666666666664,37.45,0.13,3.98,48.4709,1
975,2016-01-04 09:00:00-06,1.5307333333333333,41.22,0.13,3.24,152.738,1
987,2016-01-04 10:00:00-06,1.5767,46.07,0.13,3.66,236.778,1
999,2016-01-04 11:00:00-06,1.5551166666666667,49.51,0.12,3.25,500.024,1
1011,2016-01-04 12:00:00-06,1.7123666666666668,53.19,0.12,4.05,683.6569999999999,1
1023,2016-01-04 13:00:00-06,1.8581333333333332,55.1,0.14,3.77,719.077,1
1035,2016-01-04 14:00:00-06,1.142966666666667,55.87,0.16,3.38,654.467,1
1047,2016-01-04 15:00:00-06,1.1879166666666667,55.98,0.14,4.38,525.263,1
1059,2016-01-04 16:00:00-06,1.3488666666666669,55.15,0.16,4.37,352.059,1
1071,2016-01-04 17:00:00-06,1.5123333333333333,53.42,0.18,4.18,137.42700000000002,1
1083,2016-01-04 18:00:00-06,1.32735,50.15,0.12,3.36,2.7545599999999997,1
1095,2016-01-04 19:00:00-06,1.44365,47.16,0.04,3.08,-2.72211,1
1107,2016-01-04 20:00:00-06,1.4681333333333333,45.16,0.03,2.64,-2.72315,1
1119,2016-01-04 21:00:00-06,0.749,42.65,0.03,2.53,-2.72364,1
1131,2016-01-04 22:00:00-06,0.6960833333333332,41.59,0.02,1.51,-2.04311,1
1143,2016-01-04 23:00:00-06,0.7521833333333331,39.51,0.03,1.63,-2.34958,1
1155,2016-01-05 00:00:00-06,0.6338333333333332,39.7,0.35,2.35,-2.7185900000000003,1
1167,2016-01-05 01:00:00-06,0.6193333333333332,38.4,0.42,2.2,-2.38397,1
1179,2016-01-05 02:00:00-06,0.7157,37.24,0.49,1.68,-2.60576,1
1191,2016-01-05 03:00:00-06,0.6931,36.73,0.55,1.73,-1.42499,1
1203,2016-01-05 04:00:00-06,0.6243333333333332,36.23,0.62,2.05,-1.70317,1
1215,2016-01-05 05:00:00-06,0.6939833333333332,36.28,0.68,2.46,-1.3623299999999998,1
1227,2016-01-05 06:00:00-06,0.9206,36.37,0.7,2.75,-1.9921099999999998,1
1239,2016-01-05 07:00:00-06,1.50205,36.95,0.61,3.3,-1.7026,1
1251,2016-01-05 08:00:00-06,1.020066666666667,38.29,0.46,3.76,21.3903,1
1263,2016-01-05 09:00:00-06,1.64685,40.72,0.37,5.21,71.5287,1
1275,2016-01-05 10:00:00-06,2.0641166666666666,43.42,0.37,5.16,177.791,1
1287,2016-01-05 11:00:00-06,2.0833,46.85,0.42,5.01,159.803,1
1299,2016-01-05 12:00:00-06,2.1088666666666667,50.21,0.46,4.18,207.55200000000002,1
1311,2016-01-05 13:00:00-06,1.7779,52.54,0.45,4.34,142.982,1
1323,2016-01-05 14:00:00-06,1.0026333333333333,54.51,0.41,4.5,107.926,1
1335,2016-01-05 15:00:00-06,0.9447,55.28,0.45,4.86,82.9796,1
1347,2016-01-05 16:00:00-06,1.003,55.2,0.72,4.76,42.1758,1
1359,2016-01-05 17:00:00-06,1.3410666666666669,54.2,0.79,4.1,16.2036,1
1371,2016-01-05 18:00:00-06,1.2589333333333332,52.72,0.93,3.83,-1.70087,1
1383,2016-01-05 19:00:00-06,1.4460333333333333,51.24,0.93,4.46,-2.12608,1
1395,2016-01-05 20:00:00-06,1.3476,50.14,0.73,4.84,-2.38124,1
1407,2016-01-05 21:00:00-06,1.0443333333333331,49.52,0.88,4.84,-1.70113,1
1419,2016-01-05 22:00:00-06,0.68315,48.89,0.97,4.51,-1.9450900000000002,1
1431,2016-01-05 23:00:00-06,0.39055,48.64,0.97,4.62,-1.8884,1
1443,2016-01-06 00:00:00-06,0.45495,47.96,0.89,3.5,-1.8602299999999998,1
1455,2016-01-06 01:00:00-06,0.4712666666666666,47.53,0.76,3.35,-1.85457,1
1467,2016-01-06 02:00:00-06,0.5784833333333332,47.01,0.86,2.92,-2.3820200000000002,1
1479,2016-01-06 03:00:00-06,0.6078166666666666,46.87,0.84,2.91,-2.4841,1
1491,2016-01-06 04:00:00-06,0.5058666666666666,46.57,0.88,2.73,-2.13821,1
1503,2016-01-06 05:00:00-06,0.5596833333333332,46.04,0.86,2.14,-1.72417,1
1515,2016-01-06 06:00:00-06,0.5982833333333332,46.06,1.0,1.78,-2.3822900000000002,1
1527,2016-01-06 07:00:00-06,1.1627166666666668,46.13,0.88,2.56,-1.7698,1
1539,2016-01-06 08:00:00-06,1.1981666666666668,46.35,0.72,2.47,35.4754,1
1551,2016-01-06 09:00:00-06,1.9461666666666668,47.15,0.53,2.94,52.6909,1
1563,2016-01-06 10:00:00-06,2.060983333333333,48.39,0.58,3.0,487.342,1
1575,2016-01-06 11:00:00-06,1.9203,50.01,0.69,3.62,384.32199999999995,1
1587,2016-01-06 12:00:00-06,1.8680166666666669,51.39,0.75,3.08,335.901,1
1599,2016-01-06 13:00:00-06,1.88415,52.32,0.7,3.9,155.946,1
1611,2016-01-06 14:00:00-06,0.98345,53.05,0.57,2.87,186.982,1
1623,2016-01-06 15:00:00-06,1.0234,53.7,0.52,3.16,396.49699999999996,1
1635,2016-01-06 16:00:00-06,1.5613666666666668,53.82,0.6,3.41,200.68599999999998,1
1647,2016-01-06 17:00:00-06,1.545,53.42,0.67,2.15,88.9366,1
1659,2016-01-06 18:00:00-06,2.8698,52.75,0.69,2.41,-0.753328,1
1671,2016-01-06 19:00:00-06,2.778766666666667,52.42,1.0,1.77,-2.9064799999999997,1
1683,2016-01-06 20:00:00-06,1.4562666666666668,52.46,1.0,1.83,-2.7198700000000002,1
1695,2016-01-06 21:00:00-06,1.3726666666666667,52.59,1.0,0.64,-2.69215,1
1707,2016-01-06 22:00:00-06,0.7864666666666666,52.29,1.0,1.6,-2.7204900000000003,1
1719,2016-01-06 23:00:00-06,0.4696666666666666,52.21,1.0,1.61,-2.60753,1
1731,2016-01-07 00:00:00-06,0.4394833333333333,52.39,0.88,1.02,-2.7212400000000003,1
1743,2016-01-07 01:00:00-06,0.47845,51.47,0.82,1.87,-2.38121,1
1755,2016-01-07 02:00:00-06,0.3757,51.36,0.76,1.79,-1.8879599999999999,1
1767,2016-01-07 03:00:00-06,0.3760333333333333,51.22,0.71,1.35,-1.7122,1
1779,2016-01-07 04:00:00-06,0.4446333333333333,51.08,0.72,1.35,-1.72354,1
1791,2016-01-07 05:00:00-06,0.36723333333333325,50.65,0.75,1.56,-1.8766200000000002,1
1803,2016-01-07 06:00:00-06,0.7796333333333331,50.08,0.81,2.32,-2.38119,1
1815,2016-01-07 07:00:00-06,1.18985,49.34,0.75,1.36,-2.38082,1
1827,2016-01-07 08:00:00-06,0.9944166666666664,49.84,0.72,2.78,21.9625,1
1839,2016-01-07 09:00:00-06,1.4759666666666669,51.06,0.76,3.14,113.986,1
1851,2016-01-07 10:00:00-06,1.52225,53.57,0.74,2.92,145.411,1
1863,2016-01-07 11:00:00-06,1.38765,56.43,0.57,2.98,129.97,1
1875,2016-01-07 12:00:00-06,1.3510333333333333,60.28,0.18,1.86,361.695,1
1887,2016-01-07 13:00:00-06,1.3855,65.13,0.16,1.92,209.547,1
1899,2016-01-07 14:00:00-06,0.9738166666666664,68.19,0.12,2.19,567.729,1
1911,2016-01-07 15:00:00-06,0.8548166666666666,70.23,0.09,2.94,526.735,1
1923,2016-01-07 16:00:00-06,0.9698,69.54,0.08,2.6,352.14099999999996,1
1935,2016-01-07 17:00:00-06,1.3535833333333331,67.18,0.1,3.99,151.954,1
1947,2016-01-07 18:00:00-06,1.562366666666667,62.73,0.1,3.75,-0.26621999999999996,1
1959,2016-01-07 19:00:00-06,1.1746166666666669,59.93,0.0,3.54,-3.1560900000000003,1
1971,2016-01-07 20:00:00-06,1.2055166666666668,56.88,0.0,2.93,-3.20814,1
1983,2016-01-07 21:00:00-06,0.8217333333333331,55.24,0.0,2.66,-3.39605,1
1995,2016-01-07 22:00:00-06,0.42331666666666656,54.02,0.0,2.04,-2.97689,1
2007,2016-01-07 23:00:00-06,0.41751666666666654,52.74,0.01,2.06,-2.7223,1
2019,2016-01-08 00:00:00-06,0.3952,50.62,0.17,2.71,-2.7223,1
2031,2016-01-08 01:00:00-06,0.5419833333333332,49.06,0.15,2.29,-1.88293,1
2043,2016-01-08 02:00:00-06,0.5569666666666666,47.83,0.13,3.21,-2.06407,1
2055,2016-01-08 03:00:00-06,0.5682333333333331,46.86,0.08,2.22,-2.11499,1
2067,2016-01-08 04:00:00-06,0.6547166666666666,45.89,0.08,1.21,-2.3816900000000003,1
2079,2016-01-08 05:00:00-06,0.78395,46.02,0.13,2.18,-1.84323,1
2091,2016-01-08 06:00:00-06,1.175266666666667,45.42,0.21,2.74,-2.0417099999999997,1
2103,2016-01-08 07:00:00-06,1.5332666666666668,45.25,0.29,2.52,-1.8712799999999998,1
2115,2016-01-08 08:00:00-06,0.89955,46.18,0.2,1.07,44.695,1
2127,2016-01-08 09:00:00-06,1.4604333333333333,48.91,0.2,1.04,200.065,1
2139,2016-01-08 10:00:00-06,1.9261666666666668,51.99,0.83,1.02,417.158,1
2151,2016-01-08 11:00:00-06,1.9419166666666667,55.57,0.87,2.1,718.319,1
2163,2016-01-08 12:00:00-06,1.96015,60.05,0.4,4.03,477.962,1
2175,2016-01-08 13:00:00-06,1.8464333333333331,61.63,0.4,3.96,460.81300000000005,1
2187,2016-01-08 14:00:00-06,1.8940833333333331,62.8,0.37,3.02,317.875,1
2199,2016-01-08 15:00:00-06,3.132566666666667,63.67,0.2,2.97,183.55599999999998,1
2211,2016-01-08 16:00:00-06,1.1341,63.98,0.26,2.35,173.593,1
2223,2016-01-08 17:00:00-06,1.2866,63.02,0.28,1.71,76.5486,1
2235,2016-01-08 18:00:00-06,1.0095,60.52,0.24,0.48,-0.985291,1
2247,2016-01-08 19:00:00-06,0.8716666666666666,58.16,0.16,0.26,-3.3536599999999996,1
2259,2016-01-08 20:00:00-06,0.8399166666666666,55.61,0.11,0.82,-2.92939,1
2271,2016-01-08 21:00:00-06,0.4960666666666666,55.71,0.36,2.13,-2.94151,1
2283,2016-01-08 22:00:00-06,0.4397,55.53,0.5,2.62,-2.72099,1
2295,2016-01-08 23:00:00-06,0.4459833333333333,55.39,0.35,5.08,-2.72138,1
2307,2016-01-09 00:00:00-06,0.36896666666666655,54.77,0.65,5.57,-2.72138,0
2319,2016-01-09 01:00:00-06,0.40595,54.17,0.4,4.35,-1.7065299999999999,0
2331,2016-01-09 02:00:00-06,0.4097333333333333,52.12,0.2,4.93,-2.72138,0
2343,2016-01-09 03:00:00-06,0.41836666666666655,50.85,0.03,4.69,-2.78983,0
2355,2016-01-09 04:00:00-06,0.6068166666666666,49.08,0.02,4.8,-2.7223,0
2367,2016-01-09 05:00:00-06,0.5354166666666667,47.68,0.02,5.45,-3.05721,0
2379,2016-01-09 06:00:00-06,0.5762333333333332,46.28,0.03,5.81,-3.3241199999999997,0
2391,2016-01-09 07:00:00-06,0.8698333333333331,44.94,0.09,7.16,-3.04661,0
2403,2016-01-09 08:00:00-06,0.7813,44.18,0.17,8.08,96.5951,0
2415,2016-01-09 09:00:00-06,1.4386,45.02,0.48,9.01,307.435,0
2427,2016-01-09 10:00:00-06,1.78475,47.18,0.25,9.7,495.721,0
2439,2016-01-09 11:00:00-06,1.9202833333333331,49.56,0.19,10.04,646.1469999999999,0
2451,2016-01-09 12:00:00-06,1.96325,50.73,0.26,10.12,730.58,0
2463,2016-01-09 13:00:00-06,2.0599833333333333,51.4,0.31,9.99,735.3660000000001,0
2475,2016-01-09 14:00:00-06,1.45135,50.78,0.36,10.29,698.692,0
2487,2016-01-09 15:00:00-06,1.4367166666666669,49.14,0.24,10.53,501.337,0
2499,2016-01-09 16:00:00-06,2.748816666666667,47.24,0.26,9.38,379.68800000000005,0
2511,2016-01-09 17:00:00-06,1.3057333333333332,45.22,0.42,10.16,183.61700000000002,0
2523,2016-01-09 18:00:00-06,1.4385666666666668,43.3,0.44,9.6,-0.974575,0
2535,2016-01-09 19:00:00-06,1.4171166666666668,42.62,0.61,9.41,-3.3161,0
2547,2016-01-09 20:00:00-06,1.3145666666666669,41.7,0.6,8.97,-3.2886300000000004,0
2559,2016-01-09 21:00:00-06,0.7958,40.98,0.59,7.61,-2.98318,0
2571,2016-01-09 22:00:00-06,0.6431166666666666,39.94,0.27,7.2,-2.72308,0
2583,2016-01-09 23:00:00-06,0.41071666666666656,38.78,0.18,5.96,-3.06363,0
2595,2016-01-10 00:00:00-06,0.5283833333333332,37.53,0.26,5.99,-2.75245,0
2607,2016-01-10 01:00:00-06,0.4843333333333332,36.74,0.26,6.21,-2.88895,0
2619,2016-01-10 02:00:00-06,0.4652333333333332,35.7,0.25,5.58,-2.72503,0
2631,2016-01-10 03:00:00-06,0.5157166666666666,34.87,0.24,5.57,-2.72534,0
2643,2016-01-10 04:00:00-06,0.4262166666666666,33.93,0.24,5.51,-2.72593,0
2655,2016-01-10 05:00:00-06,0.50355,33.09,0.25,5.45,-2.6408099999999997,0
2667,2016-01-10 06:00:00-06,1.7266333333333332,32.81,0.25,5.51,-2.78848,0
2679,2016-01-10 07:00:00-06,2.0441833333333332,32.85,0.25,5.15,-2.7263900000000003,0
2691,2016-01-10 08:00:00-06,2.518333333333333,33.45,0.25,4.69,98.3846,0
2703,2016-01-10 09:00:00-06,2.138266666666667,36.4,0.25,6.72,305.726,0
2715,2016-01-10 10:00:00-06,1.798266666666667,39.31,0.25,6.98,493.286,0
2727,2016-01-10 11:00:00-06,2.1872166666666666,41.66,0.25,6.0,642.173,0
2739,2016-01-10 12:00:00-06,2.1753,44.51,0.22,4.82,726.3,0
2751,2016-01-10 13:00:00-06,1.97855,46.3,0.22,4.42,740.045,0
2763,2016-01-10 14:00:00-06,1.1665666666666668,47.64,0.22,4.35,679.498,0
2775,2016-01-10 15:00:00-06,1.68245,48.42,0.28,3.77,551.374,0
2787,2016-01-10 16:00:00-06,3.252666666666667,48.35,0.4,3.13,375.13,0
2799,2016-01-10 17:00:00-06,5.642266666666666,46.81,0.55,3.71,169.041,0
2811,2016-01-10 18:00:00-06,2.3971666666666667,44.17,0.69,3.79,1.8374400000000002,0
2823,2016-01-10 19:00:00-06,2.47585,42.14,0.67,3.77,-2.72317,0
2835,2016-01-10 20:00:00-06,2.267933333333333,41.25,0.63,2.91,-2.7241400000000002,0
2847,2016-01-10 21:00:00-06,1.0023833333333332,40.2,0.69,2.52,-2.72474,0
2859,2016-01-10 22:00:00-06,0.9754833333333331,39.36,0.61,3.24,-2.7251,0
2871,2016-01-10 23:00:00-06,0.6247833333333332,38.54,0.66,3.45,-2.72553,0
2883,2016-01-11 00:00:00-06,0.4528666666666666,38.75,0.61,2.61,-2.38512,1
2895,2016-01-11 01:00:00-06,0.4059833333333333,36.82,0.38,2.14,-1.9023299999999999,1
2907,2016-01-11 02:00:00-06,0.4649166666666666,35.56,0.3,1.61,-1.8738099999999998,1
2919,2016-01-11 03:00:00-06,0.6308166666666666,34.32,0.23,1.67,-1.6977400000000002,1
2931,2016-01-11 04:00:00-06,0.54585,34.25,0.22,1.99,-1.70318,1
2943,2016-01-11 05:00:00-06,0.5091,33.86,0.2,1.2,-1.70317,1
2955,2016-01-11 06:00:00-06,0.7071833333333332,33.07,0.2,1.18,-1.70317,1
2967,2016-01-11 07:00:00-06,1.2625,34.02,0.22,0.85,-1.70297,1
2979,2016-01-11 08:00:00-06,1.0202166666666668,35.4,0.24,0.76,7.45873,1
2991,2016-01-11 09:00:00-06,1.5063166666666667,38.65,0.24,1.44,38.0793,1
3003,2016-01-11 10:00:00-06,1.6262333333333332,42.28,0.21,1.21,58.976000000000006,1
3015,2016-01-11 11:00:00-06,1.5682166666666668,45.77,0.33,1.19,100.476,1
3027,2016-01-11 12:00:00-06,1.6866666666666668,48.99,0.29,1.23,96.0593,1
3039,2016-01-11 13:00:00-06,1.89785,51.35,0.27,1.51,205.842,1
3051,2016-01-11 14:00:00-06,1.4101333333333332,52.74,0.27,1.43,133.966,1
3063,2016-01-11 15:00:00-06,1.2340166666666668,54.29,0.27,1.55,134.148,1
3075,2016-01-11 16:00:00-06,1.3290666666666668,54.25,0.31,1.17,36.3502,1
3087,2016-01-11 17:00:00-06,3.0492,53.32,0.29,1.42,15.6926,1
3099,2016-01-11 18:00:00-06,2.77345,50.36,0.21,1.33,-1.02122,1
3111,2016-01-11 19:00:00-06,1.6284166666666668,46.73,0.23,1.82,-1.83292,1
3123,2016-01-11 20:00:00-06,1.5935,44.19,0.21,1.26,-1.833,1
3135,2016-01-11 21:00:00-06,0.7169166666666666,42.17,0.02,0.47,-2.54245,1
3147,2016-01-11 22:00:00-06,0.6094666666666666,40.42,0.0,0.34,-1.7025299999999999,1
3159,2016-01-11 23:00:00-06,0.46795,38.6,0.0,0.72,-1.7023099999999998,1
3171,2016-01-12 00:00:00-06,0.42051666666666654,38.27,0.0,1.1,-1.7021700000000002,1
3183,2016-01-12 01:00:00-06,0.4091,37.53,0.0,1.28,-1.70208,1
3195,2016-01-12 02:00:00-06,0.4852,36.57,0.0,1.57,-1.70202,1
3207,2016-01-12 03:00:00-06,0.4864,35.76,0.0,1.59,-2.2412900000000002,1
3219,2016-01-12 04:00:00-06,0.4417833333333333,36.08,0.0,2.45,-1.7025299999999999,1
3231,2016-01-12 05:00:00-06,0.47655,35.86,0.01,2.72,-2.05424,1
3243,2016-01-12 06:00:00-06,0.5362333333333332,36.0,0.01,2.81,-2.04304,1
3255,2016-01-12 07:00:00-06,1.4522833333333331,36.9,0.01,2.45,-2.3835599999999997,1
3267,2016-01-12 08:00:00-06,0.9557166666666664,38.9,0.0,3.64,27.1961,1
3279,2016-01-12 09:00:00-06,1.4880666666666669,43.31,0.0,4.22,147.20600000000002,1
3291,2016-01-12 10:00:00-06,1.9117833333333332,49.14,0.01,2.73,226.84599999999998,1
3303,2016-01-12 11:00:00-06,1.8823166666666669,54.87,0.01,3.57,421.519,1
3315,2016-01-12 12:00:00-06,1.9480166666666667,58.98,0.01,3.09,370.30699999999996,1
3327,2016-01-12 13:00:00-06,1.5915333333333332,61.83,0.01,1.72,396.67800000000005,1
3339,2016-01-12 14:00:00-06,1.01565,63.2,0.01,0.98,562.524,1
3351,2016-01-12 15:00:00-06,1.0217666666666667,63.53,0.01,0.91,427.423,1
3363,2016-01-12 16:00:00-06,0.9423666666666664,63.32,0.01,0.69,130.026,1
3375,2016-01-12 17:00:00-06,0.9998666666666663,62.08,0.01,0.92,104.08,1
3387,2016-01-12 18:00:00-06,1.3669166666666668,57.14,0.01,2.46,0.9069209999999999,1
3399,2016-01-12 19:00:00-06,1.4037333333333333,53.09,0.0,1.72,-2.3075,1
3411,2016-01-12 20:00:00-06,1.0608,50.74,0.0,1.97,-2.38147,1
3423,2016-01-12 21:00:00-06,0.7185333333333332,47.18,0.0,1.95,-2.0927700000000002,1
3435,2016-01-12 22:00:00-06,0.54405,45.53,0.0,1.28,-2.25157,1
3447,2016-01-12 23:00:00-06,0.49655,44.05,0.0,1.12,-2.21208,1
3459,2016-01-13 00:00:00-06,0.5133833333333332,44.6,0.04,1.64,-2.38242,1
3471,2016-01-13 01:00:00-06,0.5028333333333332,43.41,0.11,1.97,-2.72321,1
3483,2016-01-13 02:00:00-06,0.44576666666666653,43.07,0.11,2.69,-2.38282,1
3495,2016-01-13 03:00:00-06,0.45745,42.58,0.14,2.47,-2.72323,1
3507,2016-01-13 04:00:00-06,0.4945333333333332,40.81,0.17,1.93,-2.72407,1
3519,2016-01-13 05:00:00-06,0.4816833333333332,39.78,0.21,1.95,-2.7242,1
3531,2016-01-13 06:00:00-06,0.9204333333333332,38.71,0.25,1.3,-2.7242,1
3543,2016-01-13 07:00:00-06,1.78435,39.13,0.25,1.45,-2.04334,1
3555,2016-01-13 08:00:00-06,1.2320666666666669,40.39,0.25,1.61,57.5718,1
3567,2016-01-13 09:00:00-06,1.4123166666666669,46.26,0.24,1.7,409.36,1
3579,2016-01-13 10:00:00-06,1.83985,51.95,0.28,2.88,158.49200000000002,1
3591,2016-01-13 11:00:00-06,1.86935,56.91,0.34,4.67,145.452,1
3603,2016-01-13 12:00:00-06,1.9306,60.94,0.36,5.18,174.173,1
3615,2016-01-13 13:00:00-06,1.8791166666666668,62.95,0.32,5.78,372.26199999999994,1
3627,2016-01-13 14:00:00-06,1.1761666666666668,63.93,0.24,6.06,188.09900000000002,1
3639,2016-01-13 15:00:00-06,1.1798,64.87,0.18,6.19,76.3134,1
3651,2016-01-13 16:00:00-06,1.3861166666666669,64.46,0.2,6.05,154.349,1
