DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Global (stdev) [W/m^2],Avg Direct (stdev) [W/m^2],Avg Diffuse (stdev) [W/m^2],Avg CHP1 Temp [deg C],Avg CHP1 Temp (stdev) [deg C],Avg CR1000 Temp [deg C],Avg CR1000 Battery [VDC]
9/12/2016,3,-2.7188,-0.3910,-2.8499,0.0000,0.0000,0.0000,25.1853,0.0072,28.3083,13.2030
9/12/2016,4,-2.7188,-0.3910,-2.8499,0.0000,0.0000,0.0000,24.9543,0.0084,28.0088,13.2322
9/12/2016,5,-2.7188,-0.3910,-2.8499,0.0000,0.0000,0.0000,24.6818,0.0056,27.7587,13.2262
9/12/2016,6,-3.2547,-0.3910,-3.3516,0.0291,0.0000,0.0523,24.2910,0.0082,27.6672,11.4378
9/12/2016,7,30.6100,127.3079,16.0620,0.6218,1.9332,0.4402,24.5812,0.0108,27.9167,11.4388
9/12/2016,8,211.9410,542.8538,53.4006,1.1028,1.4422,0.1712,27.1312,0.0191,29.4860,13.2750
9/12/2016,9,420.1656,652.5568,92.4297,23.3178,40.4802,1.3810,30.0978,0.0196,32.0748,13.2355
9/12/2016,10,637.9310,638.9257,192.2331,42.7604,60.8513,3.8396,32.9577,0.0260,34.4392,13.0568
9/12/2016,11,653.1466,543.2243,199.0686,86.8177,100.6840,4.0751,35.5118,0.0241,37.0525,12.9688
9/12/2016,12,942.0037,835.5818,163.7128,18.0922,18.3423,1.7895,37.3955,0.0327,38.9867,12.9570
9/12/2016,13,980.1871,848.3079,162.3849,8.1885,7.3663,1.9793,38.6015,0.0304,40.9772,12.9520
9/12/2016,14,840.9987,725.3867,167.7057,39.2655,40.7186,2.5636,39.0855,0.0447,42.1375,12.9112
9/12/2016,15,817.1651,819.4429,136.9974,1.2203,1.1623,0.6703,38.7635,0.0297,42.9413,12.9193
9/12/2016,16,663.9739,753.3968,148.3227,18.9168,24.8407,1.5978,36.8840,0.0460,42.5130,12.9602
9/12/2016,17,425.0385,700.7739,75.7357,1.1097,0.6599,0.1509,33.7008,0.0141,39.4220,12.9842
9/12/2016,18,198.7653,515.3908,53.9638,1.0782,1.4260,0.1981,32.8143,0.0121,37.6745,12.9875
9/12/2016,19,22.8114,99.7598,12.0484,0.4832,1.7365,0.2497,30.8450,0.0127,35.5035,13.0860
9/12/2016,20,-2.7164,-0.3907,-2.8475,0.0000,0.0000,0.0000,29.3887,0.0080,33.2428,13.1115
9/12/2016,21,-2.7170,-0.3908,-2.8480,0.0000,0.0000,0.0000,28.4895,0.0075,31.8967,13.2118
9/12/2016,22,-2.7175,-0.3908,-2.8486,0.0007,0.0000,0.0000,27.7367,0.0068,30.9423,13.1870
9/12/2016,23,-2.7146,-0.3909,-2.8289,0.0087,0.0000,0.0346,27.1588,0.0068,30.2152,13.2285
9/13/2016,0,-2.7180,-0.3909,-2.8483,0.0000,0.0000,0.0028,26.6493,0.0054,29.6893,13.2033
9/13/2016,1,-2.7181,-0.3910,-2.8237,0.0014,0.0000,0.0368,26.3273,0.0076,29.2782,13.2683
9/13/2016,2,-2.7173,-0.3910,-2.8029,0.0041,0.0000,0.0160,25.8455,0.0075,28.8625,13.3210
9/13/2016,3,-2.7187,-0.3910,-2.8006,0.0000,0.0000,0.0418,25.5642,0.0058,28.4903,13.2758
9/13/2016,4,-2.7180,-0.3910,-2.7728,0.0038,0.0000,0.0906,25.3067,0.0073,28.1268,13.2455
9/13/2016,5,-2.7188,-0.3910,-2.7991,0.0000,0.0000,0.0691,24.8518,0.0071,27.7917,13.2488
9/13/2016,6,-3.2497,-0.3910,-3.1715,0.1113,0.0000,0.0427,24.3862,0.0077,27.6392,11.4487
9/13/2016,7,27.9044,120.6880,13.3777,0.7544,5.1932,0.2312,24.2527,0.0095,27.7968,11.4418
9/13/2016,8,214.8706,548.3977,54.0174,4.7132,3.0712,1.9688,26.7848,0.0206,29.3425,13.2767
9/13/2016,9,424.8828,682.7133,-99999,12.4103,13.6628,-99999,30.5833,0.0211,31.9280,13.3627
9/13/2016,10,590.8342,615.2901,-99999,62.4127,87.4994,-99999,33.1285,0.0261,34.3837,13.2562
9/13/2016,11,853.0231,814.5321,-99999,25.8924,27.9606,-99999,35.7142,0.0317,37.0343,13.1865
9/13/2016,12,884.2293,746.6781,-99999,42.5217,44.7324,-99999,38.2830,0.0306,39.4680,13.0700
9/13/2016,13,929.1512,765.5714,-99999,34.1692,34.6241,-99999,38.6980,0.0347,40.6860,13.0770
9/13/2016,14,961.3508,853.5536,-99999,9.3012,8.9172,-99999,38.8368,0.0274,41.8663,12.9830
9/13/2016,15,781.8184,789.2865,-99999,8.7636,9.5491,-99999,37.7747,0.0229,41.9087,13.0158
9/13/2016,16,648.3536,763.7472,-99999,6.2211,7.9423,-99999,37.6705,0.0243,41.5205,12.9188
9/13/2016,17,426.4946,671.5121,-99999,8.6103,13.8740,-99999,35.4555,0.0185,40.4553,13.0117
9/13/2016,18,174.2166,392.1500,-99999,4.1274,14.1169,-99999,33.2953,0.0140,38.0320,13.1255
9/13/2016,19,5.5981,1.0664,-99999,0.2122,0.1793,-99999,31.3257,0.0111,35.2978,13.2072
9/13/2016,20,-2.7164,-0.3907,-99999,0.0000,0.0000,-99999,29.9130,0.0092,33.2252,13.2230
9/13/2016,21,-2.7170,-0.3908,-99999,0.0000,0.0000,-99999,28.8963,0.0072,31.8493,13.3345
9/13/2016,22,-2.7228,-0.3908,-99999,0.0096,0.0000,-99999,28.0950,0.0071,30.8378,13.3817
9/13/2016,23,-2.7183,-0.3909,-99999,0.0032,0.0000,-99999,27.5237,0.0086,30.0560,13.3362
9/14/2016,0,-2.7182,-0.3909,-99999,0.0000,0.0000,-99999,27.2293,0.0067,29.5473,13.3538
9/14/2016,1,-2.7183,-0.3910,-99999,0.0000,0.0000,-99999,26.6255,0.0065,29.0695,13.2837
9/14/2016,2,-2.6928,-0.3910,-99999,0.0247,0.0000,-99999,26.2993,0.0071,28.6457,13.3522
9/14/2016,3,-2.6747,-0.3910,-99999,0.0112,0.0000,-99999,26.1357,0.0050,28.4143,13.4405
9/14/2016,4,-2.7204,-0.3910,-99999,0.0062,0.0000,-99999,25.4673,0.0077,28.1058,13.4403
9/14/2016,5,-2.7190,-0.3911,-99999,0.0000,0.0000,-99999,24.8527,0.0074,27.4957,13.3748
9/14/2016,6,-4.5622,-0.3911,-99999,0.0776,0.0000,-99999,24.4003,0.0069,27.2467,13.2618
9/14/2016,7,25.6030,111.7896,-99999,0.5213,2.0129,-99999,24.4547,0.0099,27.5372,13.2273
9/14/2016,8,205.2943,514.8851,-99999,1.1456,1.9028,-99999,26.7365,0.0190,28.7977,13.3820
9/14/2016,9,413.1380,643.4653,-99999,14.3020,23.0418,-99999,31.0053,0.0246,31.7643,13.2683
9/14/2016,10,432.3025,350.4135,-99999,40.5318,56.5046,-99999,33.2635,0.0281,34.6248,13.2062
9/14/2016,11,787.6016,713.4152,-99999,22.7696,27.0012,-99999,36.4125,0.0310,36.9523,13.0988
9/14/2016,12,969.3794,824.6449,-99999,25.0761,25.4804,-99999,39.7493,0.0294,40.3943,13.0730
9/14/2016,13,923.1532,722.0739,-99999,63.1126,64.2094,-99999,38.5440,0.0454,41.5732,13.0370
9/14/2016,14,922.8710,786.1465,-99999,18.3871,18.6228,-99999,38.4953,0.0312,41.6553,13.0527
9/14/2016,15,777.7847,664.2953,-99999,41.8300,47.7615,-99999,38.7432,0.0310,42.5810,13.0403
9/14/2016,16,149.1478,0.8694,-99999,1.9837,0.6508,-99999,32.7873,0.0448,38.9313,13.1218
9/14/2016,17,170.0592,57.2529,-99999,6.5589,9.3390,-99999,30.9085,0.0223,34.8575,13.2713
9/14/2016,18,88.7640,150.5329,-99999,1.4424,5.7983,-99999,29.2328,0.0139,32.6272,13.3400
9/14/2016,19,15.2986,17.7597,-99999,0.4555,1.2358,-99999,30.0808,0.0073,32.6570,13.2282
9/14/2016,20,-2.7171,-0.3908,-99999,0.0000,0.0000,-99999,28.9022,0.0094,31.7703,13.2527
9/14/2016,21,-2.7176,-0.3909,-99999,0.0000,0.0000,-99999,27.8935,0.0070,30.6537,13.2555
9/14/2016,22,-2.7179,-0.3909,-99999,0.0000,0.0000,-99999,27.2382,0.0081,29.8442,13.3533
9/14/2016,23,-2.7183,-0.3909,-99999,0.0000,0.0000,-99999,26.7240,0.0070,29.2610,13.2918
9/15/2016,0,-2.7185,-0.3910,-99999,0.0000,0.0000,-99999,26.1493,0.0056,28.7622,13.3017
9/15/2016,1,-2.7070,-0.3910,-99999,0.0181,0.0000,-99999,25.8887,0.0069,28.3780,13.3195
9/15/2016,2,-2.6732,-0.3592,-99999,0.0403,0.0316,-99999,25.6172,0.0062,28.0755,13.3227
9/15/2016,3,-2.6401,-0.3820,-99999,0.0101,0.0181,-99999,25.3842,0.0055,27.8757,13.2898
9/15/2016,4,-2.7190,-0.3911,-99999,0.0000,0.0000,-99999,24.9327,0.0070,27.5213,13.3027
9/15/2016,5,-2.7192,-0.3911,-99999,0.0000,0.0000,-99999,24.4940,0.0074,27.0148,13.3217
9/15/2016,6,-4.5753,-0.3911,-99999,0.0823,0.0000,-99999,24.2302,0.0061,26.9375,13.2765
9/15/2016,7,14.8060,58.5227,-99999,0.5165,2.1926,-99999,24.0912,0.0082,27.2588,13.2378
9/15/2016,8,201.4343,506.4192,-99999,1.2477,2.9202,-99999,26.2275,0.0165,28.3513,13.3220
9/15/2016,9,432.2039,687.8704,-99999,1.3985,1.8206,-99999,29.6787,0.0227,30.7298,13.3132
9/15/2016,10,415.1788,299.1640,-99999,40.6162,54.7337,-99999,33.0877,0.0240,33.8168,13.2060
9/15/2016,11,706.7263,573.6385,232.2310,66.0961,71.1450,6.7580,35.7873,0.0416,36.5065,13.1503
9/15/2016,12,708.6622,348.5539,397.1219,82.7243,89.1191,4.7040,37.8260,0.0436,39.1565,13.0573
9/15/2016,13,877.5036,533.2172,380.3668,42.4314,44.0564,4.4321,39.8973,0.0422,41.2143,13.0415
9/15/2016,14,798.3271,539.9090,309.4846,60.9091,65.3146,3.1831,40.2762,0.0307,42.6855,12.9990
9/15/2016,15,319.0221,78.8121,257.1767,17.9371,19.1496,3.2240,30.3577,0.0679,38.5097,13.0538
9/15/2016,16,283.7772,109.5637,212.2556,5.1718,6.7578,1.2178,29.9473,0.0169,34.2480,13.1273
9/15/2016,17,140.3851,8.2427,137.5744,0.4590,0.4291,0.2734,29.0883,0.0101,33.2183,13.1783
9/15/2016,18,79.1960,8.4405,78.9475,0.3477,0.4307,0.3655,28.9678,0.0081,32.4298,13.1583
9/15/2016,19,25.3282,71.3140,20.2360,0.5585,3.3480,0.2800,28.7108,0.0086,32.1012,13.2383
9/15/2016,20,-2.7172,-0.3908,-1.7802,0.0007,0.0000,0.0000,27.9485,0.0064,31.3407,13.1972
9/15/2016,21,-2.7178,-0.3909,-1.7805,0.0000,0.0000,0.0000,27.3338,0.0079,30.6282,13.2717
9/15/2016,22,-2.7178,-0.3909,-1.7806,0.0000,0.0000,0.0000,26.6635,0.0060,29.9667,13.2352
9/15/2016,23,-2.7053,-0.3909,-1.7808,0.0236,0.0000,0.0000,26.2907,0.0046,29.4633,13.2308
9/16/2016,0,-2.7209,-0.3910,-1.7809,0.0057,0.0000,0.0000,25.9048,0.0069,29.1780,13.2393
9/16/2016,1,-2.7175,-0.3910,-1.7811,0.0047,0.0000,0.0000,25.4055,0.0071,28.8488,13.3247
9/16/2016,2,-2.6964,-0.3910,-1.7811,0.0215,0.0000,0.0008,25.0497,0.0052,28.5465,13.3137
9/16/2016,3,-2.6111,-0.3910,-1.6959,0.0231,0.0000,0.0543,25.0328,0.0069,28.3708,13.2870
9/16/2016,4,-2.7188,-0.3910,-1.7812,0.0000,0.0000,0.0000,25.1178,0.0065,28.2213,13.2615
9/16/2016,5,-2.7027,-0.3910,-1.7812,0.0232,0.0000,0.0000,24.7302,0.0078,27.9608,13.2632
9/16/2016,6,-3.0476,-0.3910,-1.7808,0.1258,0.0000,0.0021,24.7048,0.0056,28.0730,11.4453
9/16/2016,7,24.2679,119.4429,12.7651,0.6414,3.4101,0.2020,24.6953,0.0097,28.3263,11.4418
9/16/2016,8,203.1571,558.4479,48.9350,1.2994,2.9853,0.1572,27.3022,0.0219,29.9130,13.2607
9/16/2016,9,434.7286,701.7592,97.7374,11.0117,19.2483,1.3809,31.0817,0.0215,33.1607,13.2463
9/16/2016,10,638.7850,833.6039,76.4212,5.9194,4.0419,0.9010,34.3995,0.0246,36.2987,13.1713
9/16/2016,11,800.3505,882.1514,78.7089,2.2594,2.4243,0.3587,36.0985,0.0303,38.7885,13.0660
9/16/2016,12,915.7959,905.2487,95.1041,1.0715,0.7577,0.7955,37.3555,0.0368,40.1822,13.0462
9/16/2016,13,910.6223,794.3618,167.7720,14.1660,14.1075,2.0759,39.6183,0.0376,41.8105,12.9992
9/16/2016,14,812.5791,727.4654,156.8487,35.3754,37.6897,2.3217,40.0200,0.0363,43.0253,13.0043
9/16/2016,15,840.5348,809.1085,185.3637,10.5600,12.6275,1.6493,40.3387,0.0401,43.7985,12.9542
9/16/2016,16,644.3512,733.3569,163.3714,23.8576,32.9562,1.3926,39.2695,0.0271,43.9293,12.9495
9/16/2016,17,300.5561,404.2447,123.2570,6.1600,10.1882,1.3093,35.4517,0.0295,41.5580,12.9945
9/16/2016,18,193.7031,475.3102,73.5862,1.0228,1.6122,0.1953,34.4942,0.0116,39.1545,13.0465
9/16/2016,19,20.7096,49.1545,16.5542,0.5180,1.7350,0.3563,32.5812,0.0139,37.1125,13.0618
9/16/2016,20,-2.7106,-0.3906,-2.1704,0.0081,0.0000,0.1560,31.2193,0.0073,34.9087,13.1645
9/16/2016,21,-2.7164,-0.3907,-2.0020,0.0000,0.0000,0.2130,30.1583,0.0085,33.6565,13.1172
9/16/2016,22,-2.7168,-0.3907,-1.8854,0.0000,0.0000,0.1443,29.1217,0.0081,32.5493,13.1330
9/16/2016,23,-2.7172,-0.3908,-1.7873,0.0000,0.0000,0.0229,28.1965,0.0072,31.5513,13.1430
9/17/2016,0,-2.7177,-0.3909,-1.7805,0.0000,0.0000,0.0000,27.6303,0.0070,30.8393,13.2083
9/17/2016,1,-2.7178,-0.3909,-1.7806,0.0000,0.0000,0.0000,27.2695,0.0063,30.3730,13.2983
9/17/2016,2,-2.7178,-0.3909,-1.7806,0.0000,0.0000,0.0000,26.9245,0.0053,29.9758,13.2558
9/17/2016,3,-2.7181,-0.3909,-1.7807,0.0000,0.0000,0.0000,26.5427,0.0065,29.6338,13.2452
9/17/2016,4,-2.7182,-0.3910,-1.7809,0.0007,0.0000,0.0000,26.2558,0.0061,29.3058,13.2365
9/17/2016,5,-2.7184,-0.3910,-1.7810,0.0000,0.0000,0.0000,25.9163,0.0063,28.9830,13.3133
9/17/2016,6,-3.0144,-0.3910,-1.7909,0.1460,0.0000,0.0146,25.6670,0.0081,28.8872,11.4472
9/17/2016,7,22.3387,70.2515,16.5246,0.4754,1.3262,0.2830,25.3863,0.0081,28.9417,11.4403
9/17/2016,8,196.2466,440.8365,76.6609,1.1391,1.9425,0.2958,27.6590,0.0187,30.0108,13.2600
9/17/2016,9,423.0831,629.7701,118.3225,13.1683,24.4913,1.7013,30.6890,0.0155,32.1167,13.2607
9/17/2016,10,600.5304,665.3729,154.4224,38.2064,55.5781,2.7139,33.5335,0.0189,34.5018,13.1947
9/17/2016,11,729.3273,638.1367,212.8552,70.9072,82.6852,3.9154,36.1535,0.0169,36.9550,13.0588
9/17/2016,12,778.8145,587.9143,243.2075,55.7118,59.1908,4.9353,37.6082,0.0213,38.6343,13.0072
9/17/2016,13,946.2906,806.5071,190.6719,29.5097,31.2104,2.6727,39.3548,0.0206,40.5267,13.0135
9/17/2016,14,894.7224,752.9178,215.4888,33.7515,37.1722,2.0280,40.7805,0.0259,42.2700,12.9133
9/17/2016,15,636.6942,528.1113,216.2212,45.7053,53.3267,2.1872,40.3285,0.0288,42.8333,12.9610
9/17/2016,16,532.1002,512.2824,192.1914,37.4155,54.9703,1.6207,39.6243,0.0284,43.0960,12.9740
9/17/2016,17,301.2674,414.4465,120.5374,11.5966,20.9311,0.6877,37.7383,0.0211,41.7197,13.0210
9/17/2016,18,192.5716,381.7626,99.4338,1.2976,2.3518,0.5675,37.0072,0.0136,40.5432,13.0030
9/17/2016,19,13.8758,40.4297,11.5421,0.3782,0.9478,0.2635,34.1550,0.0163,38.3990,13.0545
9/17/2016,20,-2.7955,-0.3905,-2.4880,0.1128,0.0000,0.0100,31.9477,0.0120,35.8548,13.0928
9/17/2016,21,-2.7161,-0.3906,-2.2451,0.0000,0.0000,0.2300,30.3427,0.0097,34.0182,13.1605
9/17/2016,22,-2.7167,-0.3907,-2.1189,0.0000,0.0000,0.2263,29.1018,0.0083,32.6158,13.1655
9/17/2016,23,-2.7172,-0.3908,-1.8078,0.0000,0.0000,0.0687,28.2442,0.0067,31.5693,13.2340
9/18/2016,0,-2.7176,-0.3909,-1.7808,0.0007,0.0000,0.0023,27.7072,0.0071,30.8938,13.2213
9/18/2016,1,-2.7178,-0.3909,-1.7809,0.0000,0.0000,0.0023,27.2173,0.0068,30.3763,13.2900
9/18/2016,2,-2.7179,-0.3909,-1.7806,0.0000,0.0000,0.0000,26.7958,0.0065,29.9035,13.2392
9/18/2016,3,-2.7183,-0.3909,-1.7808,0.0007,0.0000,0.0000,26.4513,0.0070,29.5402,13.2450
9/18/2016,4,-2.7183,-0.3910,-1.7809,0.0000,0.0000,0.0000,26.0517,0.0079,29.1983,13.2645
9/18/2016,5,-2.7187,-0.3910,-1.7811,0.0000,0.0000,0.0000,25.7218,0.0068,28.8628,13.3215
9/18/2016,6,-3.3585,-0.3910,-1.8747,0.0108,0.0000,0.0903,25.5252,0.0054,28.8102,11.4593
9/18/2016,7,26.3944,113.1516,16.1586,0.5176,1.8323,0.2538,25.4085,0.0098,28.9463,11.4460
9/18/2016,8,205.8397,536.2442,60.5894,1.0905,1.6781,0.2167,27.6258,0.0162,30.0568,13.2597
9/18/2016,9,434.7522,729.9335,79.1515,1.4088,2.2731,0.2792,30.4205,0.0177,31.9505,13.2633
9/18/2016,10,639.8905,826.3420,82.9637,1.3626,1.6292,0.1808,33.1630,0.0159,34.3528,13.2280
9/18/2016,11,804.6831,888.6456,78.9253,1.1423,1.2558,0.1823,35.8812,0.0221,36.8343,13.1287
9/18/2016,12,906.2285,916.6086,76.7615,0.7590,0.8145,0.1749,38.5458,0.0189,39.4355,13.0615
9/18/2016,13,937.3796,914.8307,84.1811,1.2421,1.1585,0.4844,40.1335,0.0266,41.6142,13.0115
9/18/2016,14,877.9691,859.9306,105.4275,17.5862,19.4148,1.3555,40.0467,0.0321,42.9985,12.9747
9/18/2016,15,773.9050,789.8999,140.6145,20.7809,25.7864,1.4593,40.4025,0.0293,43.5285,13.0175
9/18/2016,16,538.4529,582.5125,169.4469,22.6199,30.4792,1.6053,39.9642,0.0299,43.3912,13.0063
9/18/2016,17,369.6855,489.0772,146.1396,5.5727,11.3823,0.5163,39.9718,0.0205,43.3342,13.0052
9/18/2016,18,167.3223,321.5124,95.3787,2.9434,9.6243,0.4326,37.5530,0.0174,41.7285,13.0078
9/18/2016,19,17.1880,48.6641,14.2740,0.5303,1.8613,0.3271,34.3317,0.0174,38.8380,13.0615
9/18/2016,20,-2.7947,-0.3905,-2.4842,0.0951,0.0000,0.0175,31.9205,0.0117,36.0035,13.1333
9/18/2016,21,-2.7161,-0.3906,-2.2380,0.0000,0.0000,0.2345,30.3587,0.0091,34.0967,13.1342
9/18/2016,22,-2.7167,-0.3907,-2.1276,0.0000,0.0000,0.2485,29.2207,0.0081,32.7462,13.1932
9/18/2016,23,-2.7171,-0.3908,-1.8745,0.0000,0.0000,0.1462,28.3573,0.0067,31.7210,13.2457
9/19/2016,0,-2.7176,-0.3909,-1.7810,0.0000,0.0000,0.0036,27.8223,0.0056,30.9940,13.1787
9/19/2016,1,-2.7178,-0.3909,-1.7806,0.0000,0.0000,0.0000,27.4727,0.0055,30.5228,13.2905
9/19/2016,2,-2.7178,-0.3909,-1.7809,0.0000,0.0000,0.0023,27.1657,0.0075,30.1368,13.2692
9/19/2016,3,-2.7179,-0.3909,-1.7806,0.0000,0.0000,0.0000,26.9512,0.0055,29.8708,13.2425
9/19/2016,4,-2.7182,-0.3909,-1.7808,0.0000,0.0000,0.0000,26.6777,0.0051,29.6195,13.2522
9/19/2016,5,-2.7183,-0.3910,-1.7809,0.0000,0.0000,0.0000,26.2975,0.0062,29.3188,13.2335
9/19/2016,6,-3.3624,-0.3910,-1.8972,0.0060,0.0000,0.0874,25.9862,0.0069,29.2113,11.4527
9/19/2016,7,24.9436,124.2135,13.7259,0.4999,1.9402,0.2235,25.9302,0.0096,29.3577,11.4450
9/19/2016,8,205.6877,568.2564,52.0224,1.3444,2.3981,0.2186,28.0407,0.0160,30.4898,13.2425
9/19/2016,9,433.4163,753.6148,69.2865,2.8183,5.2679,0.3165,30.8835,0.0165,32.4227,13.2548
9/19/2016,10,639.2761,838.7581,77.3800,1.5539,1.9595,0.2272,33.9948,0.0194,35.0390,13.1378
9/19/2016,11,800.8820,885.7492,80.9413,0.9076,0.9017,0.1413,36.0728,0.0253,37.6783,13.0732
9/19/2016,12,899.2122,902.7894,86.2282,1.0200,1.1315,0.2194,37.9270,0.0287,39.9320,13.0395
9/19/2016,13,918.8300,886.8124,94.8806,9.8432,10.6054,0.5091,38.6362,0.0221,41.4080,12.9522
9/19/2016,14,889.4200,789.9740,183.6475,23.0608,25.2048,1.8276,39.2653,0.0291,42.4940,12.9135
9/19/2016,15,644.5029,587.1330,172.8612,48.1706,59.2657,2.0572,38.6807,0.0327,42.9047,12.9212
9/19/2016,16,587.9712,657.0938,155.7397,17.0580,26.6057,1.2068,38.0732,0.0235,42.4660,12.9130
9/19/2016,17,402.1622,564.2173,145.5512,9.5512,18.8543,0.7844,36.0215,0.0193,41.0290,13.0002
9/19/2016,18,191.0928,467.2806,79.0888,1.5623,3.5302,0.3754,34.2860,0.0114,39.1478,13.0395
9/19/2016,19,15.3620,55.8699,11.4075,0.3972,1.6912,0.2705,32.2950,0.0132,36.8517,13.0888
9/19/2016,20,-2.7159,-0.3906,-2.4660,0.0000,0.0000,0.0580,30.4787,0.0097,34.4810,13.1960
9/19/2016,21,-2.7167,-0.3907,-2.3379,0.0000,0.0000,0.1027,29.2105,0.0078,32.8787,13.1262
9/19/2016,22,-2.6799,-0.3908,-1.8902,0.0184,0.0000,0.1372,28.5072,0.0066,31.7855,13.1728
9/19/2016,23,-2.6651,-0.3908,-1.8100,0.0381,0.0000,0.0514,27.9720,0.0068,31.0895,13.1407
9/20/2016,0,-2.7178,-0.3909,-1.7873,0.0000,0.0000,0.0235,27.5167,0.0063,30.5675,13.2585
9/20/2016,1,-2.7179,-0.3909,-1.7901,0.0007,0.0000,0.0320,26.8983,0.0070,30.0230,13.2648
9/20/2016,2,-2.7181,-0.3909,-1.7807,0.0000,0.0000,0.0000,26.5345,0.0053,29.6132,13.2275
9/20/2016,3,-2.7199,-0.3910,-1.7809,0.0047,0.0000,0.0000,26.2217,0.0066,29.3362,13.2123
9/20/2016,4,-2.7256,-0.3910,-1.7834,0.0129,0.0000,0.0065,25.8417,0.0068,29.0240,13.3150
9/20/2016,5,-2.8177,-0.3910,-1.7921,0.0687,0.0000,0.0182,25.2468,0.0062,28.6385,13.3113
9/20/2016,6,-3.3483,-0.3910,-1.8516,0.0273,0.0000,0.0785,24.8483,0.0060,28.3798,11.4442
9/20/2016,7,24.5296,102.7417,15.6649,0.6128,3.1482,0.3267,24.7607,0.0098,28.4535,11.4448
9/20/2016,8,200.5319,532.4892,58.1102,1.0703,1.8501,0.2019,27.1983,0.0202,29.8588,13.2620
9/20/2016,9,429.1335,733.1309,79.5446,9.3454,10.6513,1.6727,31.5902,0.0256,33.1815,13.2200
9/20/2016,10,444.7996,431.5885,171.2842,29.0382,39.7808,2.7429,34.5150,0.0241,36.7233,13.0512
9/20/2016,11,848.0250,847.8741,155.1637,9.0399,10.6112,1.9558,35.3418,0.0333,37.9330,13.0385
9/20/2016,12,935.9201,859.4557,161.0151,26.9024,29.7594,1.9590,37.7560,0.0265,40.4208,12.9588
9/20/2016,13,741.1701,599.4685,185.6250,67.5598,71.4655,3.8163,38.4190,0.0287,41.5442,12.9622
9/20/2016,14,794.4682,649.8948,207.0335,30.8703,32.7465,2.8473,39.3710,0.0466,42.4217,13.0327
9/20/2016,15,253.5790,46.1624,219.1056,26.6073,30.4593,2.8830,34.7135,0.0245,40.4488,12.9953
9/20/2016,16,617.9330,808.6776,92.4751,1.0674,0.6365,0.2992,35.7748,0.0180,39.1790,13.0347
9/20/2016,17,350.9497,609.1763,78.0040,13.9635,25.5526,0.4432,35.2943,0.0138,39.6102,13.0198
9/20/2016,18,169.9450,502.7999,47.1377,1.0786,1.6726,0.1903,33.7105,0.0134,38.3433,13.0353
9/20/2016,19,11.9140,67.5549,6.9477,0.3803,1.4757,0.1947,31.6603,0.0131,36.1007,13.0697
9/20/2016,20,-3.2560,-0.3907,-2.4913,0.1761,0.0000,0.0000,29.7192,0.0111,33.7237,13.1327
9/20/2016,21,-3.2399,-0.3908,-2.4920,0.1691,0.0000,0.0000,28.2287,0.0092,31.9005,13.1515
9/20/2016,22,-2.9492,-0.3909,-2.4872,0.1489,0.0000,0.0103,27.2050,0.0089,30.5307,13.1993
9/20/2016,23,-2.8577,-0.3909,-2.2387,0.1054,0.0000,0.1217,26.4553,0.0074,29.6137,13.1728
9/21/2016,0,-2.7815,-0.3910,-1.9481,0.0760,0.0000,0.1575,25.8812,0.0077,29.0525,13.2392
9/21/2016,1,-2.7187,-0.3910,-1.7834,0.0000,0.0000,0.0099,25.4692,0.0050,28.6383,13.2597
9/21/2016,2,-2.7188,-0.3910,-1.7836,0.0000,0.0000,0.0099,25.2107,0.0059,28.3663,13.2090
9/21/2016,3,-2.7188,-0.3910,-1.7835,0.0000,0.0000,0.0063,24.9295,0.0087,28.0850,13.2083
9/21/2016,4,-2.7188,-0.3910,-1.7863,0.0000,0.0000,0.0090,25.0830,0.0067,27.9028,13.1948
9/21/2016,5,-2.8812,-0.3910,-1.8361,0.0605,0.0000,0.0567,24.4648,0.0084,27.6152,13.2127
9/21/2016,6,-3.3504,-0.3911,-1.7828,0.0222,0.0000,0.0058,23.8298,0.0066,27.3067,11.4457
9/21/2016,7,21.4583,55.0558,16.7821,0.5465,3.0555,0.2729,23.7317,0.0104,27.4618,11.4425
9/21/2016,8,192.3946,452.3643,68.7477,1.0932,1.6852,0.2267,26.4535,0.0206,28.9858,13.2728
9/21/2016,9,420.3073,675.0581,95.7228,1.3064,1.4797,0.2261,30.4828,0.0224,32.1525,13.2217
9/21/2016,10,563.6454,563.5991,183.7814,49.2842,72.2973,2.3021,33.6628,0.0255,35.2013,13.1240
9/21/2016,11,768.3368,705.2555,197.4790,47.9997,58.2728,2.6437,36.8153,0.0358,38.4400,13.0350
9/21/2016,12,788.3946,609.7682,246.1230,45.3927,47.9067,3.7813,37.3108,0.0288,40.2185,13.0062
9/21/2016,13,778.1973,610.4421,216.3203,31.8343,32.9878,2.4349,36.8697,0.0362,40.0103,12.9973
9/21/2016,14,877.5644,810.1770,159.4532,27.1643,30.0611,1.7808,37.7640,0.0349,40.7535,12.9453
9/21/2016,15,729.1904,636.7033,219.4228,43.6098,55.5835,2.1986,37.3680,0.0342,41.6027,13.0478
9/21/2016,16,635.4724,731.4280,166.1003,11.2631,15.4828,1.2135,35.8775,0.0222,40.5298,12.9898
