DATE (MM/DD/YYYY),HOUR-CST,Avg Global Horizontal [W/m^2],Avg Direct Normal [W/m^2],Avg Diffuse Horizontal [W/m^2],Avg Global (stdev) [W/m^2],Avg Direct (stdev) [W/m^2],Avg Diffuse (stdev) [W/m^2],Avg CHP1 Temp [deg C],Avg CHP1 Temp (stdev) [deg C],Avg CR1000 Temp [deg C],Avg CR1000 Battery [VDC]
1/1/2016,1,-1.8954,-0.1878,-1.8048,0.0828,0.1071,0.0656,10.0503,0.0087,13.0772,13.5580
1/1/2016,2,-1.6282,-0.1922,-1.5239,0.0988,0.1042,0.0782,10.4558,0.0118,13.3543,13.4852
1/1/2016,3,-1.7083,-0.0004,-1.7328,0.0153,0.0033,0.0787,10.3570,0.0073,13.5338,13.4858
1/1/2016,4,-2.6349,-0.1622,-2.6149,0.0369,0.0611,0.0405,9.6873,0.0127,13.0952,13.5337
1/1/2016,5,-2.0361,-0.0848,-2.0330,0.0838,0.0229,0.0373,8.7193,0.0130,12.1740,13.5115
1/1/2016,6,-1.5714,-0.1811,-1.4762,0.0972,0.1208,0.0528,9.1505,0.0094,12.1463,11.4587
1/1/2016,7,-2.6264,-0.3997,-2.5773,0.0547,0.0102,0.0408,8.9648,0.0139,12.5987,11.4348
1/1/2016,8,0.9894,-0.2860,1.1389,0.1141,0.1134,0.1008,8.6010,0.0124,12.1437,13.5563
1/1/2016,9,28.9136,-0.3944,29.1033,0.3534,0.0265,0.3360,9.3435,0.0133,11.9737,13.6080
1/1/2016,10,84.8641,-0.2078,84.7717,1.4089,0.0212,1.3969,9.7182,0.0111,12.2690,13.6105
1/1/2016,11,114.2607,0.1588,113.8273,2.8580,0.1136,2.8448,9.8627,0.0127,12.6777,13.5905
1/1/2016,12,103.2996,0.1405,102.9632,4.9365,0.0922,4.9337,9.1413,0.0118,12.2895,13.5188
1/1/2016,13,84.9117,0.2292,84.7114,3.9600,0.0509,3.9607,8.6050,0.0147,11.8683,13.5065
1/1/2016,14,122.4706,0.3747,122.2500,4.6881,0.0343,4.6770,8.4431,0.0157,11.4673,13.5162
1/1/2016,15,107.9619,0.3473,107.8646,2.8103,0.0692,2.8020,8.8045,0.0131,11.8612,13.5172
1/1/2016,16,63.9902,0.0292,63.9062,1.6465,0.0337,1.6347,8.4872,0.0141,11.5528,13.5102
1/1/2016,17,15.3362,-0.1019,15.3040,0.4373,0.0568,0.4341,7.5904,0.0132,11.0608,13.5748
1/1/2016,18,2.8397,0.0000,2.9566,0.1889,0.0000,0.1827,7.0010,0.0094,10.3485,13.5625
1/1/2016,19,-1.8342,-0.0329,-1.7484,0.1303,0.0386,0.0591,6.7685,0.0102,10.0042,13.5455
1/1/2016,20,-2.1107,-0.1087,-1.9721,0.0927,0.0808,0.0661,6.6243,0.0159,9.7862,13.5407
1/1/2016,21,-2.2744,-0.0200,-2.1427,0.1339,0.0498,0.0000,6.3325,0.0121,9.6028,13.5398
1/1/2016,22,-2.1395,-0.0047,-2.0807,0.1042,0.0115,0.0833,6.3870,0.0075,9.4377,13.5518
1/1/2016,23,-1.7465,0.0000,-1.6877,0.0752,0.0000,0.1273,6.1262,0.0117,9.3320,13.5398
1/2/2016,0,-1.9185,-0.0280,-1.7857,0.1527,0.0542,0.0000,6.2911,0.0099,9.2827,13.5378
1/2/2016,1,-2.0420,-0.0218,-1.9568,0.0071,0.0545,0.1099,6.2702,0.0078,9.3015,13.5488
1/2/2016,2,-2.0474,-0.0028,-2.0648,0.0491,0.0124,0.0906,6.2035,0.0105,9.3028,13.5513
1/2/2016,3,-2.0211,0.0000,-1.9904,0.0560,0.0000,0.1349,5.9529,0.0184,9.1275,13.6253
1/2/2016,4,-1.7680,0.0000,-1.5973,0.0651,0.0000,0.1160,5.7203,0.0143,8.9748,13.6512
1/2/2016,5,-1.7296,0.0000,-1.4999,0.0511,0.0000,0.0848,5.7272,0.0073,8.8943,13.6520
1/2/2016,6,-2.0115,0.0000,-1.8138,0.0858,0.0000,0.0283,5.4518,0.0129,8.8525,11.4698
1/2/2016,7,-2.1674,0.0000,-2.1374,0.0685,0.0000,0.0155,5.2573,0.0113,8.9683,11.4363
1/2/2016,8,-0.3815,-0.0001,-0.2901,0.1267,0.0008,0.1098,5.1484,0.0115,8.7672,13.6075
1/2/2016,9,4.7308,-0.0125,4.7507,0.1653,0.0286,0.1573,5.2308,0.0147,8.4833,13.6617
1/2/2016,10,11.7023,0.0000,11.7292,0.5603,0.0000,0.5534,5.3890,0.0141,8.4550,13.6672
1/2/2016,11,26.0086,0.0003,26.0999,0.6338,0.0020,0.6347,5.2904,0.0138,8.4803,13.6198
1/2/2016,12,61.4409,0.0568,61.4730,1.4156,0.0493,1.4201,5.2970,0.0172,8.4102,13.6113
1/2/2016,13,73.5131,0.0308,73.5798,2.1397,0.0497,2.1372,5.4932,0.0127,8.5110,13.5817
1/2/2016,14,70.2547,0.0001,70.1773,2.5446,0.0008,2.5346,5.6597,0.0125,8.6297,13.6233
1/2/2016,15,41.9526,0.0000,42.0702,0.8660,0.0000,0.8632,5.5433,0.0092,8.6223,13.5982
1/2/2016,16,30.0960,0.0000,30.1837,0.6830,0.0000,0.6770,5.3599,0.0128,8.4570,13.5905
1/2/2016,17,24.9602,0.0000,24.9396,0.8438,0.0000,0.8368,5.1732,0.0099,8.3068,13.5770
1/2/2016,18,5.3230,0.0000,5.3356,0.2832,0.0000,0.2705,5.2787,0.0202,8.2930,13.5832
1/2/2016,19,-1.9582,0.0000,-1.8490,0.0855,0.0000,0.0938,5.2173,0.0141,8.2470,13.5873
1/2/2016,20,-1.6993,-0.0002,-1.6787,0.0504,0.0017,0.1058,5.3812,0.0102,8.4493,13.5860
1/2/2016,21,-1.4488,-0.0001,-1.5001,0.0936,0.0008,0.0715,5.4389,0.0107,8.6038,13.5778
1/2/2016,22,-1.3410,0.0000,-1.4506,0.0659,0.0000,0.0438,5.3334,0.0162,8.5448,13.5883
1/2/2016,23,-1.3064,0.0000,-1.3719,0.0930,0.0000,0.0870,5.2855,0.0187,8.3553,13.5773
1/3/2016,0,-1.4077,-0.0024,-1.3905,0.0700,0.0039,0.0743,5.1195,0.0089,8.2928,13.5948
1/3/2016,1,-1.3924,-0.1042,-1.4288,0.0487,0.0901,0.0008,5.0730,0.0110,8.1868,13.5798
1/3/2016,2,-1.3583,-0.2620,-1.4064,0.0143,0.1076,0.0484,5.2287,0.0165,8.2100,13.5785
1/3/2016,3,-1.2011,-0.0763,-1.2242,0.0845,0.0868,0.0907,5.4919,0.0099,8.4587,13.5882
1/3/2016,4,-0.9714,-0.0607,-1.0938,0.1094,0.0912,0.0313,5.6298,0.0099,8.7988,13.6532
1/3/2016,5,-1.0605,-0.0021,-1.3389,0.0645,0.0080,0.0954,5.5658,0.0105,8.9078,13.6543
1/3/2016,6,-1.3209,-0.0001,-1.4274,0.0436,0.0008,0.0412,5.6972,0.0157,9.2020,11.4612
1/3/2016,7,-1.4678,0.0000,-1.4530,0.0616,0.0000,0.0286,5.8422,0.0091,9.6172,11.4405
1/3/2016,8,5.8543,-0.1089,5.9743,0.2392,0.0643,0.2269,5.9678,0.0151,9.6050,13.6023
1/3/2016,9,54.3102,0.0967,54.3226,1.9319,0.0530,1.9335,6.5689,0.0138,9.7002,13.6425
1/3/2016,10,192.9405,46.2041,170.3537,13.3397,18.9974,5.3932,7.7720,0.0173,10.3938,13.6357
1/3/2016,11,250.7971,2.4836,249.6349,8.2943,1.7647,7.8630,9.6158,0.0119,11.8360,13.5228
1/3/2016,12,308.0080,11.8526,300.1005,17.5852,11.2513,11.4014,11.0762,0.0199,13.1982,13.5112
1/3/2016,13,189.7829,10.8661,182.1467,11.4628,9.8049,5.1564,11.0707,0.0184,13.9060,13.4973
1/3/2016,14,181.6665,1.8404,180.4069,6.6705,1.2619,5.9594,11.0638,0.0180,13.8478,13.4713
1/3/2016,15,211.7282,0.6837,211.2474,4.9578,0.2691,4.8579,11.6563,0.0173,14.2783,13.4983
1/3/2016,16,287.4592,127.5116,228.9156,29.4883,58.0593,5.2291,12.6363,0.0174,15.0188,13.5047
1/3/2016,17,111.4082,0.5516,111.2400,0.8253,0.1101,0.8191,12.2705,0.0119,15.4770,13.4680
1/3/2016,18,16.9620,9.0075,16.6468,0.2839,1.1446,0.2538,11.4650,0.0134,14.9853,13.5237
1/3/2016,19,-1.9469,0.0000,-1.9333,0.0622,0.0000,0.0978,10.8653,0.0110,14.4728,13.5570
1/3/2016,20,-2.5328,-0.2098,-2.5589,0.0653,0.0159,0.0308,9.9045,0.0143,13.7358,13.4713
1/3/2016,21,-2.7241,-0.3918,-2.7133,0.0000,0.0000,0.0576,8.9083,0.0065,12.3272,13.5787
1/3/2016,22,-2.7530,-0.4954,-2.6522,0.0201,0.0734,0.0478,8.0335,0.0156,11.3513,13.5248
1/3/2016,23,-2.7090,-0.4145,-2.5730,0.0293,0.0193,0.0844,7.4112,0.0112,10.6687,13.6160
1/4/2016,0,-2.6594,-0.3919,-2.5216,0.0502,0.0000,0.0711,7.0572,0.0137,10.1547,13.5500
1/4/2016,1,-2.5450,-0.4131,-2.4368,0.1050,0.0096,0.0618,6.7307,0.0136,9.7357,13.5543
1/4/2016,2,-2.5977,-0.3925,-2.4451,0.0611,0.0031,0.0601,6.8453,0.0151,9.5592,13.5393
1/4/2016,3,-2.6604,-0.3920,-2.5109,0.0818,0.0000,0.0472,6.2804,0.0136,9.2613,13.5892
1/4/2016,4,-2.6791,-0.3921,-2.5009,0.0796,0.0000,0.0043,5.7920,0.0146,8.8903,13.6517
1/4/2016,5,-2.5195,-0.3921,-2.3592,0.1015,0.0000,0.0577,5.5588,0.0070,8.5417,13.6420
1/4/2016,6,-2.6304,-0.3921,-2.5241,0.0754,0.0000,0.0581,5.7639,0.0156,8.5485,11.4605
1/4/2016,7,-2.5402,-0.3921,-2.4533,0.0712,0.0000,0.0771,5.8574,0.0141,8.8803,11.4307
1/4/2016,8,14.1425,4.7581,14.0618,0.3022,0.9154,0.2781,6.3053,0.0136,9.2463,13.6050
1/4/2016,9,113.6947,4.0728,112.7354,0.7588,0.6199,0.6363,8.4244,0.0232,10.3990,13.6355
1/4/2016,10,198.2712,0.7839,197.9529,0.5308,0.0403,0.5273,11.6472,0.0193,12.8837,13.5628
1/4/2016,11,361.7138,21.4588,347.9778,3.9049,4.6787,1.5188,14.4595,0.0219,15.4817,13.4960
1/4/2016,12,543.6261,137.4446,447.8401,19.4930,27.5243,1.5272,17.7883,0.0205,18.5537,13.4340
1/4/2016,13,651.3286,426.4278,348.5101,44.4840,62.9324,3.7871,19.5972,0.0208,21.4567,13.3922
1/4/2016,14,689.9345,913.6291,65.1284,0.4864,0.5200,0.1119,20.5575,0.0186,23.1877,13.3722
1/4/2016,15,594.6101,876.3211,65.3805,0.6763,0.5991,0.0987,20.6323,0.0170,24.0657,13.3133
1/4/2016,16,441.7429,800.9726,64.8637,1.0956,1.4104,0.1874,20.8207,0.0155,24.5352,13.3985
1/4/2016,17,232.2432,569.9471,59.0106,5.8588,21.4799,0.2578,18.5757,0.0168,23.3043,13.3478
1/4/2016,18,58.8652,208.2980,32.3859,1.8999,12.1215,0.4525,16.2962,0.0183,21.1208,13.3865
1/4/2016,19,-2.4013,-0.3739,-2.5103,0.0412,0.0461,0.0388,13.1322,0.0154,17.8982,13.4332
1/4/2016,20,-2.7226,-0.3758,-2.8224,0.0000,0.0519,0.0424,11.4498,0.0131,15.4628,13.4717
1/4/2016,21,-2.7233,-0.3906,-2.8542,0.0000,0.0055,0.0021,10.1988,0.0118,13.8525,13.5228
1/4/2016,22,-2.5820,-0.3102,-2.6071,0.0315,0.0225,0.0344,9.1505,0.0090,12.6173,13.5133
1/4/2016,23,-2.1713,-0.2001,-2.0659,0.1005,0.0623,0.0514,9.2270,0.0147,12.4160,13.5860
1/5/2016,0,-2.7315,-0.3916,-2.7480,0.0365,0.0017,0.0401,8.8978,0.0155,12.3090,13.5528
1/5/2016,1,-2.6610,-0.3918,-2.4835,0.0442,0.0000,0.0439,8.2232,0.0125,11.5120,13.5065
1/5/2016,2,-2.6381,-0.3908,-2.5193,0.0509,0.0061,0.0846,7.8735,0.0129,11.1667,13.5432
1/5/2016,3,-2.3645,-0.2969,-2.2682,0.0941,0.0466,0.0634,7.2948,0.0164,10.6995,13.6292
1/5/2016,4,-1.4460,0.0000,-1.4050,0.0939,0.0000,0.0432,7.8057,0.0140,10.9330,13.5890
1/5/2016,5,-1.4346,0.0000,-1.4361,0.0326,0.0000,0.0848,8.3198,0.0128,11.3755,13.5048
1/5/2016,6,-1.7880,0.0000,-1.7536,0.1099,0.0000,0.0162,9.3242,0.0100,12.2952,11.4523
1/5/2016,7,-1.8826,0.0000,-1.8060,0.0659,0.0000,0.0857,9.2753,0.0074,12.9873,11.4298
1/5/2016,8,7.6476,0.0000,7.7148,0.1676,0.0000,0.1678,9.5145,0.0108,13.0963,13.5408
1/5/2016,9,46.4763,0.1998,46.5128,0.3329,0.0538,0.3250,10.1833,0.0112,13.3223,13.5803
1/5/2016,10,127.0144,0.3917,126.8543,0.7032,0.0000,0.6969,11.6523,0.0163,14.1242,13.5625
1/5/2016,11,158.2778,0.4182,158.0419,0.6547,0.0216,0.6414,13.9337,0.0134,15.8365,13.4740
1/5/2016,12,187.5721,0.5068,187.2596,1.0712,0.0387,1.0706,15.3542,0.0161,17.2568,13.4732
1/5/2016,13,172.5288,0.4901,172.1975,1.7030,0.0422,1.6966,16.6655,0.0127,18.7147,13.4560
1/5/2016,14,127.5239,0.4035,127.3385,1.3285,0.0181,1.3254,16.8540,0.0109,19.4120,13.3980
1/5/2016,15,94.8780,0.3913,94.6207,1.0423,0.0008,1.0440,16.4238,0.0125,19.4562,13.3832
1/5/2016,16,59.1462,0.3455,58.9769,0.5783,0.0553,0.5767,16.1988,0.0101,19.2888,13.3905
1/5/2016,17,22.6823,0.1195,22.6472,0.2325,0.0847,0.2233,16.0032,0.0083,19.2107,13.3838
1/5/2016,18,4.6193,0.0000,4.6212,0.1445,0.0000,0.1349,15.6453,0.0088,18.9410,13.3692
1/5/2016,19,-2.1847,0.0000,-2.0368,0.1200,0.0000,0.0589,15.4413,0.0101,18.7208,13.4485
1/5/2016,20,-2.2532,-0.0707,-2.0700,0.1035,0.0301,0.0910,15.1460,0.0102,18.5057,13.4988
1/5/2016,21,-2.3337,-0.1691,-2.2935,0.0788,0.0262,0.0640,14.6700,0.0099,18.1702,13.4662
1/5/2016,22,-1.8988,-0.0001,-1.8029,0.0900,0.0008,0.0324,14.6485,0.0079,17.9057,13.4397
1/5/2016,23,-1.9123,0.0000,-1.7997,0.1169,0.0000,0.0293,14.5507,0.0051,17.8370,13.4290
1/6/2016,0,-1.9621,0.0000,-1.8473,0.1281,0.0000,0.0622,14.2048,0.0101,17.6057,13.4228
1/6/2016,1,-1.8484,0.0000,-1.7842,0.1399,0.0000,0.0039,14.0203,0.0080,17.3938,13.4190
1/6/2016,2,-2.0388,-0.0225,-1.9639,0.0998,0.0239,0.0396,13.9038,0.0088,17.3077,13.4252
1/6/2016,3,-2.2486,-0.1123,-2.2403,0.0735,0.1022,0.0427,13.4480,0.0108,16.8950,13.4863
1/6/2016,4,-2.3344,-0.0283,-2.3041,0.1015,0.0605,0.0605,13.2145,0.0049,16.5727,13.5307
1/6/2016,5,-2.0340,-0.0010,-1.8868,0.0895,0.0065,0.0492,13.1485,0.0039,16.5473,13.5330
1/6/2016,6,-2.5020,-0.0745,-2.4973,0.0418,0.0657,0.0401,12.7338,0.0117,16.4505,11.4595
1/6/2016,7,-2.2450,-0.0036,-2.1806,0.0645,0.0154,0.0562,12.2670,0.0073,16.2425,11.4420
1/6/2016,8,6.6215,0.0010,6.6860,0.2600,0.0048,0.2509,12.5058,0.0104,16.2342,13.4855
1/6/2016,9,82.6490,2.7738,82.0276,2.2793,1.6219,1.9665,13.4417,0.0125,16.4453,13.5205
1/6/2016,10,220.2738,77.3172,181.8669,12.4271,17.8209,5.3499,14.9225,0.0232,17.2982,13.4692
1/6/2016,11,293.5726,52.1749,265.5255,24.7007,22.7960,14.7147,18.4572,0.0238,20.2217,13.4103
1/6/2016,12,359.2288,6.6704,353.6631,10.7753,4.9573,8.3818,21.2805,0.0241,22.7812,13.3565
1/6/2016,13,277.1506,3.4845,274.2812,7.3578,2.5267,5.8709,23.3420,0.0180,25.0217,13.3433
1/6/2016,14,169.3970,1.4970,168.0959,7.1405,1.6280,6.1860,21.9173,0.0168,24.9035,13.3380
1/6/2016,15,361.3298,88.2347,304.8927,38.9345,55.9212,6.4663,23.3702,0.0277,25.2697,13.3298
1/6/2016,16,354.3261,248.9041,238.8664,48.9752,97.0113,4.4003,24.5830,0.0195,26.5085,13.2692
1/6/2016,17,162.2756,275.2985,89.7154,9.6399,27.0768,2.8367,23.5393,0.0153,26.4255,13.2772
1/6/2016,18,50.5153,195.7206,22.0675,1.4629,9.0072,0.3193,22.1137,0.0149,25.5358,13.2765
1/6/2016,19,-2.6554,-0.3709,-2.5604,0.1031,0.0314,0.0304,20.2155,0.0112,23.9413,13.3505
1/6/2016,20,-2.8063,-0.3911,-2.8248,0.0480,0.0000,0.0352,18.9368,0.0107,22.5707,13.3362
1/6/2016,21,-2.6856,-0.3912,-2.7495,0.0171,0.0000,0.0651,18.2685,0.0109,21.5353,13.3338
1/6/2016,22,-2.7204,-0.3913,-2.7638,0.0007,0.0000,0.0738,17.6182,0.0090,20.9027,13.3520
1/6/2016,23,-2.5468,-0.3014,-2.4895,0.1138,0.0794,0.0242,16.9780,0.0104,20.3698,13.4415
1/7/2016,0,-2.4916,-0.2650,-2.4188,0.0552,0.0562,0.0647,16.6618,0.0118,19.8905,13.3823
1/7/2016,1,-2.5460,-0.1973,-2.5227,0.0351,0.0589,0.0728,16.2823,0.0118,19.5843,13.3772
1/7/2016,2,-2.0337,0.0102,-1.8576,0.1072,0.0229,0.0389,16.1023,0.0080,19.4053,13.3895
1/7/2016,3,-1.9805,0.0000,-1.8493,0.1168,0.0000,0.0205,16.1348,0.0076,19.4672,13.3567
1/7/2016,4,-1.7358,0.0000,-1.7829,0.0732,0.0000,0.0000,16.0183,0.0150,19.4537,13.3787
1/7/2016,5,-1.7420,0.0000,-1.7829,0.0721,0.0000,0.0000,16.0807,0.0054,19.4050,13.3777
1/7/2016,6,-2.3520,0.0000,-2.2894,0.0093,0.0000,0.1173,16.1727,0.0157,19.6868,11.4587
1/7/2016,7,-2.4086,-0.0005,-2.3055,0.0830,0.0031,0.0715,16.1170,0.0071,20.0788,11.4377
1/7/2016,8,5.5682,-0.0003,5.6484,0.2974,0.0025,0.2911,16.0520,0.0043,19.9392,13.4288
1/7/2016,9,52.9732,0.2565,52.9566,0.9411,0.0528,0.9369,16.5050,0.0104,19.7120,13.4793
1/7/2016,10,127.0700,0.3914,126.8846,2.6138,0.0000,2.6083,17.6318,0.0114,20.3133,13.4568
1/7/2016,11,149.6699,0.4199,149.4244,1.7242,0.0257,1.7178,18.7253,0.0122,21.2010,13.3392
1/7/2016,12,217.2160,2.0234,215.7077,4.1878,1.8882,2.9167,19.8070,0.0155,22.0532,13.3903
1/7/2016,13,448.5195,126.7500,356.3565,56.5204,71.0192,8.3495,23.2718,0.0266,24.3405,13.3182
1/7/2016,14,408.6828,197.5614,271.6288,73.1760,99.6440,6.7042,23.7297,0.0280,25.9077,13.3165
1/7/2016,15,515.5492,488.6100,218.1019,56.2332,88.9506,4.9050,24.6267,0.0192,26.9330,13.2493
1/7/2016,16,441.0912,791.3263,64.2673,0.9117,0.8781,0.1288,24.0298,0.0125,27.3545,13.3242
1/7/2016,17,252.4550,663.1534,48.6943,0.9764,1.1216,0.1424,22.6822,0.0144,26.8372,13.2717
1/7/2016,18,60.5599,304.7024,19.0037,0.7437,2.6725,0.2228,21.1350,0.0134,25.3418,13.2802
1/7/2016,19,-3.0254,-0.3911,-2.8057,0.0811,0.0000,0.0905,18.9403,0.0140,22.9453,13.3682
1/7/2016,20,-3.2441,-0.3912,-3.1001,0.1035,0.0000,0.0508,16.6937,0.0150,20.6685,13.3938
1/7/2016,21,-3.0432,-0.4401,-2.9458,0.0900,0.0096,0.0296,15.6257,0.0125,19.2672,13.4078
1/7/2016,22,-2.8720,-0.3914,-2.8665,0.0685,0.0000,0.0272,14.5695,0.0123,18.1725,13.4547
1/7/2016,23,-2.7410,-0.3915,-2.8505,0.0344,0.0000,0.0063,14.0257,0.0079,17.3753,13.3717
1/8/2016,0,-2.4764,-0.2810,-2.4217,0.0482,0.0502,0.0590,14.3365,0.0098,17.1623,13.4277
1/8/2016,1,-2.2029,-0.0964,-2.0555,0.1116,0.0128,0.0679,14.5858,0.0103,17.4648,13.4125
1/8/2016,2,-1.9425,0.0000,-1.8718,0.1495,0.0000,0.0198,15.0513,0.0076,18.0673,13.4062
1/8/2016,3,-2.1852,0.0000,-2.1118,0.1394,0.0000,0.0890,15.1122,0.0070,18.3047,13.4468
1/8/2016,4,-2.3237,0.0217,-2.3168,0.0519,0.0138,0.0908,14.4820,0.0116,18.0090,13.4062
1/8/2016,5,-1.9720,0.0000,-1.9215,0.1270,0.0000,0.0471,13.7258,0.0102,17.1025,13.4353
1/8/2016,6,-2.2634,0.0000,-2.2799,0.0375,0.0000,0.0735,14.2242,0.0108,17.3302,11.4553
1/8/2016,7,-2.1488,-0.0005,-2.1121,0.1040,0.0042,0.0804,14.3778,0.0087,17.9487,11.4462
1/8/2016,8,9.6816,0.0000,9.6917,0.3979,0.0000,0.3870,14.5833,0.0076,18.0305,13.4593
1/8/2016,9,87.6269,0.3287,87.4725,4.1471,0.0207,4.1411,15.4478,0.0133,18.1290,13.4990
1/8/2016,10,289.3825,32.7405,272.5616,26.1099,23.7351,15.9775,17.9402,0.0229,19.5172,13.4617
1/8/2016,11,657.9186,558.7326,335.1143,58.2124,103.6916,8.7386,22.6185,0.0252,22.7835,13.3357
1/8/2016,12,684.4672,620.0588,267.5200,20.5306,29.1743,3.9526,24.8000,0.0169,25.6332,13.3197
1/8/2016,13,441.3574,12.4939,429.8299,4.6760,3.6902,2.6734,25.7033,0.0139,26.9907,13.2613
1/8/2016,14,386.0151,4.3990,382.4474,2.0848,1.3984,1.2914,26.6388,0.0114,27.9963,13.2827
1/8/2016,15,244.5545,0.8191,243.6693,0.7129,0.0407,0.7071,26.6152,0.0090,28.4540,13.2287
1/8/2016,16,189.4796,0.6484,188.9249,0.6116,0.0890,0.6087,25.9195,0.0092,28.2878,13.2400
1/8/2016,17,177.5249,129.7145,138.5174,10.0815,30.0645,1.3024,25.8565,0.0150,28.1343,13.2380
1/8/2016,18,27.8479,0.2268,27.8504,0.4736,0.0454,0.4545,23.4455,0.0196,27.2197,13.2883
1/8/2016,19,-3.0667,-0.3910,-2.9091,0.1027,0.0000,0.1031,20.7817,0.0147,24.8665,13.2958
1/8/2016,20,-3.1017,-0.3911,-2.9069,0.1164,0.0000,0.0311,18.8232,0.0116,22.7307,13.3213
1/8/2016,21,-3.0458,-0.3912,-2.9238,0.1171,0.0000,0.0183,17.4355,0.0118,21.2292,13.3650
1/8/2016,22,-2.8910,-0.3991,-2.8465,0.0910,0.0077,0.0221,16.6227,0.0104,20.0883,13.3995
1/8/2016,23,-2.8153,-0.3905,-2.7655,0.0696,0.0039,0.0367,16.3473,0.0079,19.4628,13.3640
1/9/2016,0,-2.6147,-0.2372,-2.5804,0.0508,0.0596,0.0524,16.0957,0.0127,19.1945,13.3593
1/9/2016,1,-2.3866,-0.1578,-2.2574,0.0679,0.0693,0.0728,15.7540,0.0085,18.9573,13.3917
1/9/2016,2,-2.2635,-0.3485,-2.2249,0.0270,0.0699,0.0845,15.5520,0.0100,18.7252,13.4712
1/9/2016,3,-2.7366,-0.4004,-2.8150,0.0324,0.0057,0.0278,15.0365,0.0103,18.1330,13.4485
1/9/2016,4,-2.8183,-0.3915,-2.8535,0.1292,0.0000,0.0000,13.8175,0.0115,17.0455,13.4368
1/9/2016,5,-2.8333,-0.3915,-2.8413,0.0435,0.0000,0.0255,13.7330,0.0124,16.2852,13.5243
1/9/2016,6,-3.2654,-0.3916,-3.1553,0.0740,0.0000,0.0857,12.7080,0.0114,15.8820,11.4597
1/9/2016,7,-3.1454,-0.3916,-3.0219,0.0883,0.0000,0.0735,11.9002,0.0129,15.2910,11.4427
1/9/2016,8,25.5206,170.1831,9.2587,0.5522,3.4398,0.1743,12.2217,0.0109,15.0337,13.5073
1/9/2016,9,203.7686,659.7551,38.5912,1.2122,2.5241,0.1407,13.9255,0.0175,16.2027,13.5358
1/9/2016,10,404.9573,825.0352,52.4329,1.5649,2.1373,0.1191,17.0195,0.0176,18.7165,13.4827
1/9/2016,11,573.1954,893.9414,59.6873,0.9726,1.0225,0.1700,19.4668,0.0176,21.2277,13.4088
1/9/2016,12,692.5864,925.1355,68.0676,2.0608,2.9955,0.3598,21.2630,0.0156,23.2495,13.3455
1/9/2016,13,740.4948,945.0053,64.5737,1.3819,1.9882,0.2089,21.9528,0.0119,24.3958,13.3487
1/9/2016,14,694.0953,875.5437,84.5900,19.4669,28.3158,1.0970,22.2590,0.0167,24.8935,13.3275
1/9/2016,15,571.5218,756.1169,103.2431,21.5500,35.7301,1.3656,22.6878,0.0142,25.4525,13.3000
1/9/2016,16,439.7129,725.2334,95.5547,14.5284,27.7513,1.3123,22.0077,0.0159,25.2327,13.2938
1/9/2016,17,269.6852,671.1002,57.3653,6.4469,22.8236,0.2325,21.0395,0.0134,24.6547,13.3053
1/9/2016,18,57.5724,129.1325,35.4908,2.6178,14.1739,0.4634,18.8255,0.0172,23.0095,13.3262
1/9/2016,19,-3.0361,-0.3913,-2.8283,0.1257,0.0000,0.0965,16.5185,0.0136,20.4783,13.3703
1/9/2016,20,-3.1913,-0.3914,-3.0276,0.0726,0.0000,0.0252,14.7640,0.0126,18.5188,13.4423
1/9/2016,21,-3.0316,-0.3915,-2.8615,0.1007,0.0000,0.0170,13.4308,0.0122,17.0170,13.4450
1/9/2016,22,-3.0673,-0.3916,-2.8831,0.0738,0.0000,0.0427,12.1613,0.0131,15.6600,13.4757
1/9/2016,23,-2.9434,-0.3912,-2.8605,0.0684,0.0028,0.0112,11.0825,0.0165,14.5498,13.4747
1/10/2016,0,-2.8608,-0.3917,-2.8717,0.0846,0.0000,0.0242,9.2857,0.0154,13.0907,13.4870
1/10/2016,1,-2.8281,-0.3918,-2.8556,0.1265,0.0000,0.0000,8.3438,0.0135,11.8932,13.5455
1/10/2016,2,-2.7566,-0.3898,-2.8561,0.0403,0.0105,0.0000,7.4165,0.0115,10.9240,13.5510
1/10/2016,3,-2.7251,-0.3801,-2.8497,0.0000,0.0451,0.0170,6.4151,0.0151,9.9617,13.5552
1/10/2016,4,-2.7256,-0.3823,-2.7902,0.0000,0.0356,0.0687,5.4217,0.0110,8.9442,13.5523
1/10/2016,5,-2.7239,-0.3914,-2.6904,0.0056,0.0050,0.0691,4.6019,0.0104,8.0487,13.4963
1/10/2016,6,-2.7406,-0.2989,-2.8250,0.0497,0.1281,0.0084,4.3830,0.0149,7.6819,11.4673
1/10/2016,7,-2.8607,-0.3760,-2.8667,0.0539,0.0443,0.0109,3.4573,0.0147,7.3817,11.4367
1/10/2016,8,21.1112,112.6981,8.0161,0.6125,3.9686,0.1780,2.7710,0.0163,6.4702,13.6167
1/10/2016,9,204.3466,659.1474,38.5944,1.0130,1.3974,0.1302,4.9250,0.0238,7.4397,13.6748
1/10/2016,10,404.5172,824.4346,52.2308,0.9382,0.7205,0.0916,7.9688,0.0173,10.3207,13.6398
1/10/2016,11,574.0340,896.8057,59.0035,0.7545,0.5564,0.0861,9.8710,0.0202,12.3995,13.5448
